listingAddress/full,listingAddress/street,listingStatus,homeStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice
"2668 Chapel Creek Dr, Benton, AR 72015",2668 Chapel Creek Dr,forRent,,3,1478,,1595,0,https://www.zillow.com/homedetails/2668-Chapel-Creek-Dr-Benton-AR-72015/120791136_zpid/,,
"14108 Cherry Hill Dr, Alexander, AR 72002",14108 Cherry Hill Dr,forRent,,3,1100,,1475,25,https://www.zillow.com/homedetails/14108-Cherry-Hill-Dr-Alexander-AR-72002/52934816_zpid/,,155000
"6587 Westminster, Benton, AR 72019",6587 Westminster,forRent,,4,3650,,3650,41,https://www.zillow.com/homedetails/6587-Westminster-Benton-AR-72019/120554683_zpid/,,555000
"154 Roman Heights Ave, Alexander, AR 72002",154 Roman Heights Ave,forRent,,,,,,,https://www.zillow.com/b/154-roman-heights-ave-alexander-ar-Cdzchh/,,
"1906 Dave Ward Dr, Conway, AR 72034",1906 Dave Ward Dr,forRent,,3,1335,,1000,26,https://www.zillow.com/homedetails/1906-Dave-Ward-Dr-Conway-AR-72034/2061771487_zpid/,,
"4101 Red Maple Ln, Alexander, AR 72002",4101 Red Maple Ln,forRent,,3,1548,,1745,32,https://www.zillow.com/homedetails/4101-Red-Maple-Ln-Alexander-AR-72002/461650523_zpid/,,230000
"4332 Sloan Dr, Alexander, AR 72002",4332 Sloan Dr,forRent,,4,2112,,2255,40,https://www.zillow.com/homedetails/4332-Sloan-Dr-Alexander-AR-72002/464195265_zpid/,,
"2830 Longbow Ln, Conway, AR 72034",2830 Longbow Ln,forRent,,3,1388,,1450,27,https://www.zillow.com/homedetails/2830-Longbow-Ln-Conway-AR-72034/82265622_zpid/,,192099
"22 Marshall Rd N, Vilonia, AR 72173",22 Marshall Rd N,forRent,,3,1500,,1400,1,https://www.zillow.com/homedetails/22-Marshall-Rd-N-Vilonia-AR-72173/52392644_zpid/,,
"677 Joyner Loop, Lonoke, AR 72086",677 Joyner Loop,forRent,,3,1280,,900,37,https://www.zillow.com/homedetails/677-Joyner-Loop-Lonoke-AR-72086/99406145_zpid/,,
"35 G St, Cabot, AR 72023",35 G St,forRent,,3,1849,,1825,60,https://www.zillow.com/homedetails/35-G-St-Cabot-AR-72023/254255_zpid/,,230000
"17024 Congo Ferndale Rd, Little Rock, AR 72210",17024 Congo Ferndale Rd,forRent,,4,1590,,1675,88,https://www.zillow.com/homedetails/17024-Congo-Ferndale-Rd-Little-Rock-AR-72210/370120_zpid/,,279500
"1405 Appalachain Dr, Conway, AR 72034",1405 Appalachain Dr,forRent,,3,1145,,1450,81,https://www.zillow.com/homedetails/1405-Appalachain-Dr-Conway-AR-72034/35730407_zpid/,,180500
"20 Summer Breeze Rd, Conway, AR 72032",20 Summer Breeze Rd,forRent,,3,1592,,1600,1,https://www.zillow.com/homedetails/20-Summer-Breeze-Rd-Conway-AR-72032/2076495598_zpid/,,207000
"211 Rodney Guthrie Dr, Cabot, AR 72023",211 Rodney Guthrie Dr,forRent,,3,1268,,1345,31,https://www.zillow.com/homedetails/211-Rodney-Guthrie-Dr-Cabot-AR-72023/256835_zpid/,,155000
"37 Saint John St, Cabot, AR 72023",37 Saint John St,forRent,,3,1188,,1295,68,https://www.zillow.com/homedetails/37-Saint-John-St-Cabot-AR-72023/253499_zpid/,,81500
"24 Arkavalley Rd, Greenbrier, AR 72058",24 Arkavalley Rd,forRent,,3,1258,,1300,0,https://www.zillow.com/homedetails/24-Arkavalley-Rd-Greenbrier-AR-72058/71711706_zpid/,,114000
"7 Cabernet Way, Mayflower, AR 72106",7 Cabernet Way,forRent,,3,1290,,1600,1,https://www.zillow.com/homedetails/7-Cabernet-Way-Mayflower-AR-72106/463057997_zpid/,,208300
"74 Earnhardt Cir, Cabot, AR 72023",74 Earnhardt Cir,forRent,,3,1910,,1700,60,https://www.zillow.com/homedetails/74-Earnhardt-Cir-Cabot-AR-72023/114172966_zpid/,,173941
"3201 Stivers Blvd, Bryant, AR 72022",3201 Stivers Blvd,forRent,,3,1279,,1495,37,https://www.zillow.com/homedetails/3201-Stivers-Blvd-Bryant-AR-72022/391950_zpid/,,125000
"1710 Cedarhurst Dr, Benton, AR 72015",1710 Cedarhurst Dr,forRent,,3,1680,,1650,45,https://www.zillow.com/homedetails/1710-Cedarhurst-Dr-Benton-AR-72015/384477_zpid/,,127500
"3558 Terrace Hill Ct, Benton, AR 72019",3558 Terrace Hill Ct,forRent,,3,1404,,1450,19,https://www.zillow.com/homedetails/3558-Terrace-Hill-Ct-Benton-AR-72019/247594485_zpid/,,122580
"605 Valley Vista Dr, Benton, AR 72019",605 Valley Vista Dr,forRent,,4,1942,,1875,61,https://www.zillow.com/homedetails/605-Valley-Vista-Dr-Benton-AR-72019/387089_zpid/,,
"103 Pope Dr, Benton, AR 72015",103 Pope Dr,forRent,,3,1559,,1625,67,https://www.zillow.com/homedetails/103-Pope-Dr-Benton-AR-72015/82243468_zpid/,,115000
"1961 Auburn Hills Dr, Benton, AR 72015",1961 Auburn Hills Dr,forRent,,3,1470,,1850,34,https://www.zillow.com/homedetails/1961-Auburn-Hills-Dr-Benton-AR-72015/2061982521_zpid/,,210000
"14815 Parkway Meadows Dr, Alexander, AR 72002",14815 Parkway Meadows Dr,forRent,,3,1243,,1525,8,https://www.zillow.com/homedetails/14815-Parkway-Meadows-Dr-Alexander-AR-72002/114165875_zpid/,,187500
"5417 Temperance, Jacksonville, AR 72076",5417 Temperance,forRent,,,,,,,https://www.zillow.com/b/5417-temperance-jacksonville-ar-CYrkNG/,,
"6316 Warwick Dr, Alexander, AR 72002",6316 Warwick Dr,forRent,,4,1884,,2400,37,https://www.zillow.com/homedetails/6316-Warwick-Dr-Alexander-AR-72002/461049113_zpid/,,277000
"11201 Donnie Dr, Shannon Hills, AR 72103",11201 Donnie Dr,forRent,,3,1353,,1295,46,https://www.zillow.com/homedetails/11201-Donnie-Dr-Shannon-Hills-AR-72103/393627_zpid/,,134900
"2225 Redwood, Benton, AR 72015",2225 Redwood,forRent,,3,1758,,1800,97,https://www.zillow.com/homedetails/2225-Redwood-Benton-AR-72015/52934068_zpid/,,132000
"2912 Highway 319 W, Austin, AR 72007",2912 Highway 319 W,forRent,,3,1992,,1695,298,https://www.zillow.com/homedetails/2912-Highway-319-W-Austin-AR-72007/249702_zpid/,,640000
"500 SE 1st St, Bryant, AR 72022",500 SE 1st St,forRent,,3,1231,,1500,6,https://www.zillow.com/homedetails/500-SE-1st-St-Bryant-AR-72022/52934639_zpid/,,195000
"345 Joyner Loop, Lonoke, AR 72086",345 Joyner Loop,forRent,,3,1120,,1200,65,https://www.zillow.com/homedetails/345-Joyner-Loop-Lonoke-AR-72086/99446243_zpid/,,36000
"110 Rachel Cv, Haskell, AR 72015",110 Rachel Cv,forRent,,3,1300,,1300,13,https://www.zillow.com/homedetails/110-Rachel-Cv-Haskell-AR-72015/92429839_zpid/,,
"717 Burton St, Benton, AR 72015",717 Burton St,forRent,,3,1544,,1650,13,https://www.zillow.com/homedetails/717-Burton-St-Benton-AR-72015/385729_zpid/,,22000
"3233 Drake Dr, Benton, AR 72019",3233 Drake Dr,forRent,,3,1573,,1700,12,https://www.zillow.com/homedetails/3233-Drake-Dr-Benton-AR-72019/71713283_zpid/,,
"5845 Heritage Heights Dr, Benton, AR 72019",5845 Heritage Heights Dr,forRent,,4,1725,,1750,20,https://www.zillow.com/homedetails/5845-Heritage-Heights-Dr-Benton-AR-72019/440162513_zpid/,,
"2500 Gibby Dr, Conway, AR 72032",2500 Gibby Dr,forRent,,3,1221,,1350,2,https://www.zillow.com/homedetails/2500-Gibby-Dr-Conway-AR-72032/239939_zpid/,,123000
"1505 Hathaway Dr, Conway, AR 72034",1505 Hathaway Dr,forRent,,3,1207,,1475,3,https://www.zillow.com/homedetails/1505-Hathaway-Dr-Conway-AR-72034/241555_zpid/,,70000
"5210 Stockton Rd, Conway, AR 72034",5210 Stockton Rd,forRent,,3,1245,,1400,2,https://www.zillow.com/homedetails/5210-Stockton-Rd-Conway-AR-72034/63265504_zpid/,,
"921 Banner St, Benton, AR 72015",921 Banner St,forRent,,3,1375,,1600,84,https://www.zillow.com/homedetails/921-Banner-St-Benton-AR-72015/384140_zpid/,,16500
"2007 Arkansas Ave, Conway, AR 72034",2007 Arkansas Ave,forRent,,3,1301,,1495,5,https://www.zillow.com/homedetails/2007-Arkansas-Ave-Conway-AR-72034/234341_zpid/,,90000
"1804 Clara Dr, Conway, AR 72034",1804 Clara Dr,forRent,,3,2000,,1695,2,https://www.zillow.com/homedetails/1804-Clara-Dr-Conway-AR-72034/235007_zpid/,,20000
"831 Watkins St, Conway, AR 72034",831 Watkins St,forRent,,3,1176,,1175,11,https://www.zillow.com/homedetails/831-Watkins-St-Conway-AR-72034/237666_zpid/,,85000
"1619 Leawood Dr, Benton, AR 72019",1619 Leawood Dr,forRent,,3,1624,,1550,17,https://www.zillow.com/homedetails/1619-Leawood-Dr-Benton-AR-72019/384404_zpid/,,122500
"5719 Heritage Heights Dr, Benton, AR 72019",5719 Heritage Heights Dr,forRent,,4,1650,,1800,23,https://www.zillow.com/homedetails/5719-Heritage-Heights-Dr-Benton-AR-72019/71715729_zpid/,,22000
"623 Dyer Cir, Benton, AR 72015",623 Dyer Cir,forRent,,3,2053,,1995,9,https://www.zillow.com/homedetails/623-Dyer-Cir-Benton-AR-72015/386376_zpid/,,87000
"1609 Rushing Cir, Conway, AR 72032",1609 Rushing Cir,forRent,,3,1400,,1475,6,https://www.zillow.com/homedetails/1609-Rushing-Cir-Conway-AR-72032/235792_zpid/,,116000
"3123 Lori Lake Rd, Benton, AR 72019",3123 Lori Lake Rd,forRent,,3,1280,,1000,185,https://www.zillow.com/homedetails/3123-Lori-Lake-Rd-Benton-AR-72019/453026788_zpid/,,
"1425 Joyner Dr, Conway, AR 72034",1425 Joyner Dr,forRent,,3,1157,,1450,23,https://www.zillow.com/homedetails/1425-Joyner-Dr-Conway-AR-72034/35730195_zpid/,,155000
"127 Rachel Cv, Haskell, AR 72015",127 Rachel Cv,forRent,,3,1456,,1200,58,https://www.zillow.com/homedetails/127-Rachel-Cv-Haskell-AR-72015/92428814_zpid/,,
"608 Gertrude St, Benton, AR 72015",608 Gertrude St,forRent,,3,1025,,1200,1,https://www.zillow.com/homedetails/608-Gertrude-St-Benton-AR-72015/68020650_zpid/,,125900
"18 Kimberly Dr, Vilonia, AR 72173",18 Kimberly Dr,forRent,,3,1954,,1945,16,https://www.zillow.com/homedetails/18-Kimberly-Dr-Vilonia-AR-72173/245526_zpid/,,270000
"5 Weatherwood Dr, Greenbrier, AR 72058",5 Weatherwood Dr,forRent,,3,1547,,1600,60,https://www.zillow.com/homedetails/5-Weatherwood-Dr-Greenbrier-AR-72058/102993946_zpid/,,154000
"2765 Archer Ln, Conway, AR 72034",2765 Archer Ln,forRent,,3,1560,,1700,23,https://www.zillow.com/homedetails/2765-Archer-Ln-Conway-AR-72034/241241_zpid/,,154500
"1008 Santa Fe Trl, Bauxite, AR 72011",1008 Santa Fe Trl,forRent,,,,,,,https://www.zillow.com/b/1008-santa-fe-trl-bauxite-ar-BqKjfx/,,
"600 S Davis St, Conway, AR 72034",600 S Davis St,forRent,,3,1728,,1500,76,https://www.zillow.com/homedetails/600-S-Davis-St-Conway-AR-72034/235022_zpid/,,108500
"13824 Joan Dr, Shannon Hills, AR 72103",13824 Joan Dr,forRent,,4,1200,,1400,3,https://www.zillow.com/homedetails/13824-Joan-Dr-Shannon-Hills-AR-72103/393598_zpid/,,59000
"153 Harwill, Hensley, AR 72065",153 Harwill,forRent,,4,2359,,2500,27,https://www.zillow.com/homedetails/153-Harwill-Hensley-AR-72065/2082362397_zpid/,,
"918 Cedar Haskell St, Haskell, AR 72015",918 Cedar Haskell St,forRent,,3,1088,,1150,18,https://www.zillow.com/homedetails/918-Cedar-Haskell-St-Haskell-AR-72015/61187359_zpid/,,
"1116 Kenwood Cv, Bryant, AR 72022",1116 Kenwood Cv,forRent,,4,1931,,2100,17,https://www.zillow.com/homedetails/1116-Kenwood-Cv-Bryant-AR-72022/52934559_zpid/,,120000
"2714 Gage Dr, Benton, AR 72019",2714 Gage Dr,forRent,,3,1303,,1500,6,https://www.zillow.com/homedetails/2714-Gage-Dr-Benton-AR-72019/92431557_zpid/,,122580
"1519 Mulberry Salem Rd, Benton, AR 72019",1519 Mulberry Salem Rd,forRent,,3,1712,,1700,6,https://www.zillow.com/homedetails/1519-Mulberry-Salem-Rd-Benton-AR-72019/376849_zpid/,,340000
"13900 Ridgecrest Dr, Alexander, AR 72002",13900 Ridgecrest Dr,forRent,,3,1088,,1595,12,https://www.zillow.com/homedetails/13900-Ridgecrest-Dr-Alexander-AR-72002/49814165_zpid/,,70000
"3562 Terrace Hill Ct, Benton, AR 72019",3562 Terrace Hill Ct,forRent,,3,,,1450,45,https://www.zillow.com/homedetails/3562-Terrace-Hill-Ct-Benton-AR-72019/247594484_zpid/,,122580
"2721 Timbermist Dr, Benton, AR 72015",2721 Timbermist Dr,forRent,,3,1200,,1600,7,https://www.zillow.com/homedetails/2721-Timbermist-Dr-Benton-AR-72015/386806_zpid/,,83000
"351 Meadow Creek Dr, Haskell, AR 72015",351 Meadow Creek Dr,forRent,,3,1625,,1650,30,https://www.zillow.com/homedetails/351-Meadow-Creek-Dr-Haskell-AR-72015/92428597_zpid/,,139900
"13723 Southfork Dr, Alexander, AR 72002",13723 Southfork Dr,forRent,,3,1311,,1450,41,https://www.zillow.com/homedetails/13723-Southfork-Dr-Alexander-AR-72002/393770_zpid/,,135000
"1608 Waldron Cv, Bryant, AR 72022",1608 Waldron Cv,forRent,,3,1412,,1495,7,https://www.zillow.com/homedetails/1608-Waldron-Cv-Bryant-AR-72022/390638_zpid/,,145500
"821 Desoto Pl, Benton, AR 72015",821 Desoto Pl,forRent,,4,2288,,1650,41,https://www.zillow.com/homedetails/821-Desoto-Pl-Benton-AR-72015/382881_zpid/,,50000
"3509 Terrace Hill Ct, Benton, AR 72019",3509 Terrace Hill Ct,forRent,,3,1500,,1450,6,https://www.zillow.com/homedetails/3509-Terrace-Hill-Ct-Benton-AR-72019/124735446_zpid/,,122580
"4903 Natalie Dr, Bryant, AR 72022",4903 Natalie Dr,forRent,,4,1990,,1860,13,https://www.zillow.com/homedetails/4903-Natalie-Dr-Bryant-AR-72022/82281136_zpid/,,38000
"2906 Pamela, Benton, AR 72015",2906 Pamela,forRent,,3,1372,,1495,13,https://www.zillow.com/homedetails/2906-Pamela-Benton-AR-72015/385308_zpid/,,
"307 S 4th St, Benton, AR 72015",307 S 4th St,forRent,,3,1051,,1600,7,https://www.zillow.com/homedetails/307-S-4th-St-Benton-AR-72015/386521_zpid/,,161000
"4825 Coronell Way, Bryant, AR 72022",4825 Coronell Way,forRent,,4,2060,,3050,20,https://www.zillow.com/homedetails/4825-Coronell-Way-Bryant-AR-72022/453104565_zpid/,,
"1219 N Parker Haskell St, Benton, AR 72015",1219 N Parker Haskell St,forRent,,3,1680,,1400,59,https://www.zillow.com/homedetails/1219-N-Parker-Haskell-St-Benton-AR-72015/392830_zpid/,,35564
"15 Wedgewood Dr, Cabot, AR 72023",15 Wedgewood Dr,forRent,,3,1473,,1650,17,https://www.zillow.com/homedetails/15-Wedgewood-Dr-Cabot-AR-72023/257013_zpid/,,190000
"6049 Orange Valley Cv, Alexander, AR 72002",6049 Orange Valley Cv,forRent,,3,1340,,1525,0,https://www.zillow.com/homedetails/6049-Orange-Valley-Cv-Alexander-AR-72002/2083908811_zpid/,,
"7171 Corrigan Rd, Mabelvale, AR 72103",7171 Corrigan Rd,forRent,,3,910,,1000,22,https://www.zillow.com/homedetails/7171-Corrigan-Rd-Mabelvale-AR-72103/464589349_zpid/,,
"53 Bent Tree Dr, Cabot, AR 72023",53 Bent Tree Dr,forRent,,3,1645,,1495,46,https://www.zillow.com/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,,10000
"104 S Shady Ln, Benton, AR 72015",104 S Shady Ln,forRent,,4,1550,,1500,19,https://www.zillow.com/homedetails/104-S-Shady-Ln-Benton-AR-72015/2061680659_zpid/,,
"1423 Mammoth Rd, Hickory, NC 28602",1423 Mammoth Rd,forRent,,4,1927,,2195,55,https://www.zillow.com/homedetails/1423-Mammoth-Rd-Hickory-NC-28602/461722831_zpid/,,
"2423 S Chatfield Rd, Bauxite, AR 72011",2423 S Chatfield Rd,forRent,,4,1802,,1850,7,https://www.zillow.com/homedetails/2423-S-Chatfield-Rd-Bauxite-AR-72011/114169056_zpid/,,99000
"1105 River Oaks Dr, Benton, AR 72019",1105 River Oaks Dr,forRent,,4,2350,,2600,33,https://www.zillow.com/homedetails/1105-River-Oaks-Dr-Benton-AR-72019/453260567_zpid/,,
"6056 Orange Valley Cv, Mabelvale, AR 72103",6056 Orange Valley Cv,forRent,,4,1537,,1675,0,https://www.zillow.com/homedetails/6056-Orange-Valley-Cv-Mabelvale-AR-72103/463591455_zpid/,,
"614 SE 2nd St, Bryant, AR 72022",614 SE 2nd St,forRent,,4,2060,,1900,20,https://www.zillow.com/homedetails/614-SE-2nd-St-Bryant-AR-72022/55095755_zpid/,,145000
"3915 Ledbetter Dr, Conway, AR 72034",3915 Ledbetter Dr,forRent,,3,1052,,1100,242,https://www.zillow.com/homedetails/3915-Ledbetter-Dr-Conway-AR-72034/242880_zpid/,,134000
"916 Desoto Pl, Benton, AR 72015",916 Desoto Pl,forRent,,3,912,,1150,23,https://www.zillow.com/homedetails/916-Desoto-Pl-Benton-AR-72015/382883_zpid/,,210000
"2555 Winchester Dr, Conway, AR 72032",2555 Winchester Dr,forRent,,3,1104,,1375,83,https://www.zillow.com/homedetails/2555-Winchester-Dr-Conway-AR-72032/239881_zpid/,,180000
"53 Bent Tree Dr, Cabot, AR 72023",53 Bent Tree Dr,forRent,,3,1645,,1495,46,https://www.zillow.com/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,,10000
"26 Mustang Dr, Cabot, AR 72023",26 Mustang Dr,forRent,,3,1537,,1550,59,https://www.zillow.com/homedetails/26-Mustang-Dr-Cabot-AR-72023/63160976_zpid/,,310000
"509 E Elm St, Cabot, AR 72023",509 E Elm St,forRent,,3,1056,,1450,59,https://www.zillow.com/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,,185000
"81 Oak Forest Loop, Maumelle, AR 72113",81 Oak Forest Loop,forRent,,3,1300,,1700,48,https://www.zillow.com/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,,145000
"110 Vienne Pl, Maumelle, AR 72113",110 Vienne Pl,forRent,,3,1553,,1850,15,https://www.zillow.com/homedetails/110-Vienne-Pl-Maumelle-AR-72113/118161409_zpid/,,180000
"314 Ray St, Cabot, AR 72023",314 Ray St,forRent,,3,1449,,1300,54,https://www.zillow.com/homedetails/314-Ray-St-Cabot-AR-72023/257086_zpid/,,700000
"22 Oakland Cir, Austin, AR 72007",22 Oakland Cir,forRent,,3,1328,,1575,12,https://www.zillow.com/homedetails/22-Oakland-Cir-Austin-AR-72007/251409763_zpid/,,176000
"32 Thunderbird Dr, Cabot, AR 72023",32 Thunderbird Dr,forRent,,3,1444,,1475,3,https://www.zillow.com/homedetails/32-Thunderbird-Dr-Cabot-AR-72023/67447424_zpid/,,
"1609 Moon Rd, Ward, AR 72176",1609 Moon Rd,forRent,,3,1026,,1095,6,https://www.zillow.com/homedetails/1609-Moon-Rd-Ward-AR-72176/99444948_zpid/,,125000
"17 Azalea Dr, Cabot, AR 72023",17 Azalea Dr,forRent,,3,1294,,1345,74,https://www.zillow.com/homedetails/17-Azalea-Dr-Cabot-AR-72023/52495110_zpid/,,174500
"21 Meadowlark Dr, Cabot, AR 72023",21 Meadowlark Dr,forRent,,3,1013,,1395,26,https://www.zillow.com/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,,147900
"127 Rolling Oaks Dr, Maumelle, AR 72113",127 Rolling Oaks Dr,forRent,,3,1240,,1475,6,https://www.zillow.com/homedetails/127-Rolling-Oaks-Dr-Maumelle-AR-72113/326438_zpid/,,79500
"59 Hickory Bend Dr, Cabot, AR 72023",59 Hickory Bend Dr,forRent,,3,2129,,2000,24,https://www.zillow.com/homedetails/59-Hickory-Bend-Dr-Cabot-AR-72023/67445626_zpid/,,207000
"263 Lake Valley Dr, Maumelle, AR 72113",263 Lake Valley Dr,forRent,,5,3100,,2600,9,https://www.zillow.com/homedetails/263-Lake-Valley-Dr-Maumelle-AR-72113/89031838_zpid/,,308200
"5 Stoneledge Dr, Maumelle, AR 72113",5 Stoneledge Dr,forRent,,3,1755,,1850,23,https://www.zillow.com/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,,240000
"72 Branchwood Ln, Austin, AR 72007",72 Branchwood Ln,forRent,,3,1216,,1200,10,https://www.zillow.com/homedetails/72-Branchwood-Ln-Austin-AR-72007/252707_zpid/,,1710000
"400 Apricot St, Austin, AR 72007",400 Apricot St,forRent,,3,1200,,1475,13,https://www.zillow.com/homedetails/400-Apricot-St-Austin-AR-72007/82250818_zpid/,,280000
"120 Suda St, Cabot, AR 72023",120 Suda St,forRent,,3,1008,,995,142,https://www.zillow.com/homedetails/120-Suda-St-Cabot-AR-72023/213595966_zpid/,,120000
"101 Cedar Creek Loop, Cabot, AR 72023",101 Cedar Creek Loop,forRent,,3,1422,,1295,45,https://www.zillow.com/homedetails/101-Cedar-Creek-Loop-Cabot-AR-72023/88905306_zpid/,,
"17 Farrah St, Ward, AR 72176",17 Farrah St,forRent,,3,1563,,1250,89,https://www.zillow.com/homedetails/17-Farrah-St-Ward-AR-72176/52495486_zpid/,,
"54 Magnolia Dr, Cabot, AR 72023",54 Magnolia Dr,forRent,,3,1394,,1400,51,https://www.zillow.com/homedetails/54-Magnolia-Dr-Cabot-AR-72023/60314948_zpid/,,117000
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,forRent,,3,1487,,1525,13,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049
"32 Fortson Dr, Cabot, AR 72023",32 Fortson Dr,forRent,,3,1064,,875,15,https://www.zillow.com/homedetails/32-Fortson-Dr-Cabot-AR-72023/63161011_zpid/,,750000
"15 Silverado Ct, Cabot, AR 72023",15 Silverado Ct,forRent,,3,1382,,1350,17,https://www.zillow.com/homedetails/15-Silverado-Ct-Cabot-AR-72023/35732243_zpid/,,150000
"28 Burns Dr, Cabot, AR 72023",28 Burns Dr,forRent,,3,1288,,1350,47,https://www.zillow.com/homedetails/28-Burns-Dr-Cabot-AR-72023/255699_zpid/,,146000
"74 Earnhardt Cir, Cabot, AR 72023",74 Earnhardt Cir,forRent,,3,1910,,1700,60,https://www.zillow.com/homedetails/74-Earnhardt-Cir-Cabot-AR-72023/114172966_zpid/,,173941
"85 Kyndall Lauren Ln, Cabot, AR 72023",85 Kyndall Lauren Ln,forRent,,3,1244,,1450,21,https://www.zillow.com/homedetails/85-Kyndall-Lauren-Ln-Cabot-AR-72023/442588183_zpid/,,179900
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,forRent,,3,1252,,1395,23,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500
"27 Trinity Dr, Cabot, AR 72023",27 Trinity Dr,forRent,,3,1442,,1525,16,https://www.zillow.com/homedetails/27-Trinity-Dr-Cabot-AR-72023/113948501_zpid/,,
"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,forRent,,3,2077,,1900,156,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,,
"15 Wedgewood Dr, Cabot, AR 72023",15 Wedgewood Dr,forRent,,3,1473,,1650,17,https://www.zillow.com/homedetails/15-Wedgewood-Dr-Cabot-AR-72023/257013_zpid/,,190000
"125 Old Red Rd, Ward, AR 72176",125 Old Red Rd,forRent,,3,1280,,1000,3,https://www.zillow.com/homedetails/125-Old-Red-Rd-Ward-AR-72176/99434787_zpid/,,
"26 Stonewood Dr, Cabot, AR 72023",26 Stonewood Dr,forRent,,3,1698,,1900,13,https://www.zillow.com/homedetails/26-Stonewood-Dr-Cabot-AR-72023/55151081_zpid/,,157000
"73 Timberwood Dr, Cabot, AR 72023",73 Timberwood Dr,forRent,,3,1230,,1450,19,https://www.zillow.com/homedetails/73-Timberwood-Dr-Cabot-AR-72023/52495438_zpid/,,161000
"15 Jennifer Cv, Ward, AR 72176",15 Jennifer Cv,forRent,,3,1328,,1650,31,https://www.zillow.com/homedetails/15-Jennifer-Cv-Ward-AR-72176/2063023920_zpid/,,210000
"22 Kirkland St, Ward, AR 72176",22 Kirkland St,forRent,,3,1185,,1350,5,https://www.zillow.com/homedetails/22-Kirkland-St-Ward-AR-72176/261280_zpid/,,84000
"34 Woodhaven Dr, Cabot, AR 72023",34 Woodhaven Dr,forRent,,3,1305,,1650,31,https://www.zillow.com/homedetails/34-Woodhaven-Dr-Cabot-AR-72023/338206710_zpid/,,165000
"209 N Madison St, Cabot, AR 72023",209 N Madison St,forRent,,3,1524,,1895,58,https://www.zillow.com/homedetails/209-N-Madison-St-Cabot-AR-72023/439267452_zpid/,,
"424 Ables Loop, Ward, AR 72176",424 Ables Loop,forRent,,3,1280,,1400,25,https://www.zillow.com/homedetails/424-Ables-Loop-Ward-AR-72176/67447121_zpid/,,
"449 Brinkley Dr, Kings Mountain, NC 28086",449 Brinkley Dr,forRent,,4,2175,,2195,4,https://www.zillow.com/homedetails/449-Brinkley-Dr-Kings-Mountain-NC-28086/462249560_zpid/,,295000
"450 Brinkley Dr, Kings Mountain, NC 28086",450 Brinkley Dr,forRent,,5,2511,,2445,4,https://www.zillow.com/homedetails/450-Brinkley-Dr-Kings-Mountain-NC-28086/463353765_zpid/,,325000
"1045 E Main St, Austin, AR 72007",1045 E Main St,forRent,,3,1266,,1375,1,https://www.zillow.com/homedetails/1045-E-Main-St-Austin-AR-72007/99406768_zpid/,,70000
"34 Shamsie Dr, Ward, AR 72176",34 Shamsie Dr,forRent,,3,1264,,1350,73,https://www.zillow.com/homedetails/34-Shamsie-Dr-Ward-AR-72176/99420023_zpid/,,150000
"1431 Mammoth Rd, Hickory, NC 28602",1431 Mammoth Rd,forRent,,5,2368,,2295,5,https://www.zillow.com/homedetails/1431-Mammoth-Rd-Hickory-NC-28602/455924046_zpid/,,307679
"103 E Scott St, Carlisle, AR 72024",103 E Scott St,forRent,,3,1556,,1300,29,https://www.zillow.com/homedetails/103-E-Scott-St-Carlisle-AR-72024/258138_zpid/,,75000
"1415 Mammoth Rd, Hickory, NC 28602",1415 Mammoth Rd,forRent,,4,1927,,2145,4,https://www.zillow.com/homedetails/1415-Mammoth-Rd-Hickory-NC-28602/461722523_zpid/,,272500
"404 Marcella Dr, Kings Mountain, NC 28086",404 Marcella Dr,forRent,,3,1507,,1949,27,https://www.zillow.com/homedetails/404-Marcella-Dr-Kings-Mountain-NC-28086/214091791_zpid/,,255000
"1419 Mammoth Rd, Hickory, NC 28602",1419 Mammoth Rd,forRent,,5,2368,,2275,4,https://www.zillow.com/homedetails/1419-Mammoth-Rd-Hickory-NC-28602/461722721_zpid/,,292400
"2098 10th St SE, Hickory, NC 28601",2098 10th St SE,forRent,,4,2174,,2395,4,https://www.zillow.com/homedetails/2098-10th-St-SE-Hickory-NC-28601/461180979_zpid/,,309000
"1417 17th Ave NE, Hickory, NC 28601",1417 17th Ave NE,forRent,,3,1400,,1725,30,https://www.zillow.com/homedetails/1417-17th-Ave-NE-Hickory-NC-28601/71551010_zpid/,,99000
