"MLS #","Subdivision","Price","Approx SQFT","Full Baths","Beds","Closed Date","Days On Market","Address","City","Status","List Agent - Agent Name and Phone","List Office - Office Name"
"26009213","COUNTRY CLUB OF ARK THE","$2,300","1567","2","3","3/20/2026","10","8109 Donna Drive","North Little Rock","Leased","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26009063","Big Oak","$2,300","1782","2","4",,"15","412 Prickett Road","Bryant","Withdrawn","Courtney Stott - Agent: 501-554-2099","Century 21 Parker & Scroggins Realty - Bryant"
"24036056","MILLERS GLENN","$2,350","2355","2","4","10/18/2024","17","9849 Oak Forest Lane","Sherwood","Leased","Jessica Brown - Agent: 501-843-4663","Edge Realty"
"23024569","Not in List","$2,350","2100","2","3","9/15/2023","36","2517 Kara","Benton","Rented","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"24030674","La Marche","$2,395","1500","2","3","1/20/2025","151","16316 Lamarche Drive","Little Rock","Rented","Brian L Lasley - Fax: 501-975-5551","The Lasley Company"
"26031291","Kensington","$2,400","1884","2","4",,"0","6316 Warwick","Bryant","New Listing","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"25032518","TETON VALLEY ADDITION","$2,400","1500","2","3",,"46","13419 Teton Drive","Little Rock","Withdrawn","Jonathan Stone","Arkansas Land & Realty, Inc."
"26016213","Village East","$2,400","1859","2","3","5/5/2026","11","3401 Village East Drive","North Little Rock","Leased","Jessica Brown - Agent: 501-843-4663","Edge Realty"
"26008910","Kensington Place","$2,400","2024","2","4","5/5/2026","38","6420 Newark","Bryant","Rented","Kevin Marsh - Cell: 501-944-3325","RE/MAX Affiliates Realty"
"26026163","Not in List","$2,400","2475","2","4",,"13","13032 Avilla Hills Cove","Alexander","Pending (FC, SS, REO)","Edward Nelson - Agent: 469-763-2862","Vylla Home"
"26018537","Kensington Place","$2,400","2100","2","4",,"39","6308 Warwick","Bryant","Expired","Kevin Marsh - Cell: 501-944-3325","RE/MAX Affiliates Realty"
"25032521","TETON VALLEY ADDITION","$2,450","1500","2","3","9/12/2025","29","13417 Teton Drive","Little Rock","Rented","Jonathan Stone","Arkansas Land & Realty, Inc."
"24007452","La Marche","$2,495","1500","2","3","5/10/2024","65","16310 Lamarche Drive","Little Rock","Leased","Brian L Lasley - Fax: 501-975-5551","The Lasley Company"
"24042785","Midtown Bryant","$2,500","1609","2","3",,"93","7 Pasley Park","Bryant","Withdrawn","Jonathan Stone","Arkansas Land & Realty, Inc."
"26023195","PROSPECT VILLAGE","$2,500","2205","3","4",,"52","4009 Stoke Drive","Jonesboro","Active","Danna Johnson - Cell: 870-919-2226","Johnson Real Estate Group"
"26020423","City of Little Rock L8","$2,500","1515","2","3",,"72","519 E 17th Street","Little Rock","Active","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25004985","WOODLANDS CHALETS","$2,500","2550","2","4","2/21/2025","14","1111 Grand Teton","Benton","Leased","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"25004986","WOODLANDS CHALETS","$2,500","2550","3","4","3/8/2025","29","1113 Grand Teton","Benton","Leased","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"23037667","Ridgeview 2","$2,500","2155","3","3","2/1/2024","65","118 Scenic Ridge Drive","Maumelle","Leased","Brandon Hines - Cell: 501-258-6365","Blue Tree Realty"
"26002373","Little Rock","$2,500","1620","2","3","4/17/2026","53","123 Edgewood Circle","Little Rock","Leased","Timothy V Johnson - Agent: 954-980-4541","Level Up Realty"
"25019299","Cypress Valley","$2,500","1985","2","4","6/13/2026","28","5009 Springwood Circle","Bryant","Rented","Brittney Calhoun - Agent: 501-651-0700","Prime Realty and Property Management"
"26024021","Cypress Valley","$2,500","1985","2","4",,"10","5009 Springwood Circle","Bryant","Withdrawn","Skyla Conger - Agent: 501-317-1130","Prime Realty and Property Management"
"25049041","Big Oak","$2,500","1782","2","4",,"24","412 Prickett Road","Bryant","Withdrawn","Courtney Stott - Agent: 501-554-2099","Century 21 Parker & Scroggins Realty - Bryant"
"24030376","Parkers","$2,500","1500","2","3",,"377","2001 Shady Avenue","Fayetteville","Expired","Chase Rackley - Agent: 501-519-4889","Rackley Realty"
"25042979","Kensington Place","$2,500","2024","2","4",,"95","6420 Newark","Bryant","Expired","Kevin Marsh - Cell: 501-944-3325","RE/MAX Affiliates Realty"
"26019635","White Oak Pond","$2,500","1920","2","4",,"62","15012 Summer Oaks Drive","Mabelvale","Expired","Gregory Dillon - Agent: 501-908-1948","Innovative Realty"
"25011109","Kanis Village","$2,550","2500","2","3",,"66","7922 Kanis Pines Drive","Little Rock","Withdrawn","Rocky Herman - Cell: 501-240-9172","Access Realty, Inc."
"25048584","Creekside","$2,550","2553","3","4","1/7/2026","27","8817 Stillwater Road","Sherwood","Leased","Jessica Brown - Agent: 501-843-4663","Edge Realty"
"24045296","EDGEWOOD PHASE 1","$2,600","1620","2","3",,"141","123 Edgewood Circle","Little Rock","Withdrawn","Swaminath Kamishetty - Agent: 732-423-6960","Rackley Realty"
"26021474","WHITE OAK CROSSING","$2,600","1459","2","4",,"36","10904 Mason Drive","North Little Rock","Withdrawn","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26011301","WHITE OAK CROSSING","$2,600","1459","2","4",,"14","10904 Mason Drive","North Little Rock","Withdrawn","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26009949","EDGEWOOD PHASE 1","$2,600","1650","2","3","6/12/2026","82","117 Edgewood Circle","Little Rock","Leased","Swaminath Kamishetty - Agent: 732-423-6960","Rackley Realty"
"23004752","nil","$2,625","2100","3","4","4/28/2023","66","15104 Angus Court","Little Rock","Leased","Christina D Hogan - Agent: 501-612-3260","Solid Rock Property Management"
"24045289","EDGEWOOD PHASE 1","$2,650","1650","2","3","4/26/2025","100","117 Edgewood Circle","Little Rock","Leased","Swaminath Kamishetty - Agent: 732-423-6960","Rackley Realty"
"25029001","Grace Village","$2,700","2518","2","5","8/7/2025","16","5104 Peace Lane","Alexander","Rented","Austin R McDaniel - Agent: 770-375-9267","Evermark Realty Group, Inc."
"24043403","Rockwater Village","$2,750","2380","2","4",,"102","400 Gardens Lane","North Little Rock","Expired","Sam Carrasquillo - Agent: 501-859-6052","IRealty Arkansas - Sherwood"
"24043404","Rockwater Village","$2,750","2380","2","4",,"102","416 Gardens Lane","North Little Rock","Expired","Sam Carrasquillo - Agent: 501-859-6052","IRealty Arkansas - Sherwood"
"24023469","Northshore","$2,750","3000","3","5","8/1/2024","30","5422 Lexington","Benton","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"24044559","Rockwater Village","$2,750","2380","2","4",,"8127","312 Gardens Lane","North Little Rock","Expired","Sam Carrasquillo - Agent: 501-859-6052","IRealty Arkansas - Sherwood"
"26007657","SPENCER CROSSING LLC","$2,800","2000","2","3",,"33","4005 Doler Cove","Benton","Withdrawn","Skyla Conger - Agent: 501-317-1130","Prime Realty and Property Management"
"25041633","SPENCER CROSSING LLC","$2,800","2000","2","3",,"61","4005 Doler Cove","Benton","Withdrawn","Mary L Scogin - Agent: 501-651-0700","Prime Realty and Property Management"
"26000695","Indian Head Lakes Estates","$2,900","1450","2","3",,"207","4 Shiloh Place","Sherwood","Active","Elizabeth Phillips - Agent: 501-766-9093","Michele Phillips & Co. Realtors"
"25048265","DENALI HEIGHTS","$2,900","2914","3","4",,"61","19 Denali Drive","Cabot","Withdrawn","Jessica Brown - Agent: 501-843-4663","Edge Realty"
"24016512","Northshore","$2,950","3000","3","4","7/1/2024","50","7902 S Shoreline","Benton","Rented","Joshua Lafever - Agent: 501-230-6424","McKimmey Associates REALTORS NLR"
"24044424","nil","$2,995","2367","3","4",,"95","3008 Burleigh Cove","Little Roc","Withdrawn","Rebekah Voth - Agent: 469-400-3462","Exp Realty"
"26021207","CHARLESTON PLACE SUBDIVISION","$3,000","2581","2","4",,"21","125 Patriots Point Drive","Benton","Withdrawn","Tracey Rancifer Rittelmeyer - Cell: 501-944-7707","Ausum Realty"
"25036731","Parkside","$3,000","1814","2","3",,"4","51 Saffron Circle","Little Rock","Withdrawn","Brad Miles - Agent: 501-680-4647","Crye-Leike REALTORS NLR Branch"
"25042949","STONEBROOK","$3,000","2449","3","4",,"2","15112 Matterhorn Loop","Maumelle","Withdrawn","Taylor Hunt - Agent: 541-531-6369","Blue Tree Realty"
"26029650","Raynors Ridge","$3,000","2700","3","3",,"7","3247 Dug Hill Road","Drasco","Withdrawn","Sarah Brown - Agent: 501-551-4768","Exp Realty"
"23041005","Winds of Osage","$3,000","2846","3","4","2/5/2024","39","4041 Eagle Valley","Benton","Leased","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"23041007","Winds of Osage","$3,000","2790","3","4","1/21/2024","24","3021 Navajo","Benton","Leased","Kaylee N Hampton - Agent: 501-860-2375","IRealty Arkansas - Benton"
"25030168","Pleasant Valley","$3,195","3525","3","3","9/25/2025","57","2318 N Rodney Parham Road","Little Rock","Leased","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"26006035","GIBRALTER HGTS","$3,200","1682","2","4",,"124","311 Gamble Road","Little Rock","Withdrawn","Wayne Post - Agent: 501-454-8263","Century 21 Parker & Scroggins Realty - Benton"
"25027158","Ridgeview Trails","$3,200","2510","3","4",,"33","141 Ridgeview Trail","Maumelle","Withdrawn","Taylor Hunt - Agent: 541-531-6369","Blue Tree Realty"
"26022971","FLETCHER VALLEY FLETCHER RIDGE","$3,350","2438","3","4","7/1/2026","12","315 Fletcher Loop","Little Rock","Leased","Charles Keener - Cell: 501-658-9675","RE/MAX Affiliates Realty"
"23040086","Fletcher & Clark","$3,400","2650","2","4",,"68","1708 E Third Street","Little Rock","Expired","Lauren Duffy De Gonzalez - Agent: 214-329-3653","Keller Williams Realty"
"25041046","COUNTRY CLUB OF ARK THE","$3,400","2600","2","4",,"8","516 Corondelet Lane","Maumelle","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25041045","COUNTRY CLUB OF ARK THE","$3,400","2669","2","4",,"169","514 Corondelet Lane","Maumelle","Withdrawn","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"24012374","COPPER RUN","$3,500","2035","2","3","4/18/2024","6","220 Copper Way","Little Rock","Rented","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"26014442","COPPER RUN","$3,500","2035","2","3","5/6/2026","18","220 Copper Way","Little Rock","Rented","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"25042554","LOCHRIDGE ESTATES","$3,500","2432","3","4",,"118","16110 Burleigh Court","Little Rock","Withdrawn","Rebekah Voth - Agent: 469-400-3462","Exp Realty"
"26020030","FLETCHER VALLEY FLETCHER RIDGE","$3,500","2500","3","4","7/1/2026","4","357 Fletcher Loop","Little Rock","Leased","Charles Keener - Cell: 501-658-9675","RE/MAX Affiliates Realty"
"25020166","The Reserve at Centennial","$3,500","2591","3","4",,"74","5435-A Lost Canyon Dr","Conway","Withdrawn","Jeremy Miller - Agent: 501-339-3500","Eagle Rock Realty & Property Management"
"25026209","STONEBROOK","$3,500","2551","3","4",,"41","15004 Matterhorn Loop","Maumelle","Withdrawn","Brandon Hines - Cell: 501-258-6365","Blue Tree Realty"
"25038577","THE WOODS OF HURRICANE LAKE ESTATES","$3,600","3390","3","4",,"138","7233 Havenwood Drive","Benton","Expired","Black Rock Property Management - Julia's #: 501-539-2325","Black Rock Realty"
"26027504","FLETCHER VALLEY FLETCHER RIDGE","$3,600","2950","3","4",,"23","2 Fletcher Ridge Circle","Little Rock","Active","Susan D Perry - Agent: 925-588-8297","Sentry Residential"
"25018544","Midland","$3,650","3500","4","5","6/28/2025","47","2251 Midland Road","Alexander","Rented","Michael Holmes - Agent: 501-454-7285","IRealty Arkansas - Sherwood"
"26005468","CHENAL VALLEY CHALLAIN PLACE","$3,750","2550","3","4",,"71","2 Chelle Cove","Little Rock","Expired","Rebekah Voth - Agent: 469-400-3462","Exp Realty"
"26022155","FLETCHER VALLEY FLETCHER RIDGE","$3,800","3000","3","4",,"41","15 Fletcher Ridge Circle","Little Rock","Expired","Charles Keener - Cell: 501-658-9675","RE/MAX Affiliates Realty"
"26028251","FLETCHER VALLEY FLETCHER RIDGE","$3,800","3000","3","4",,"18","15 Fletcher Ridge Circle","Little Rock","Active","Charles Keener - Cell: 501-658-9675","RE/MAX Affiliates Realty"
"26029794","COPPER RUN","$3,800","2420","3","4",,"9","219 Copper Way","Little Rock","Active","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"25038952","STONEBROOK","$3,900","3065","3","4","11/17/2025","4","14509 Stonebrook Lane","Maumelle","Rented","Taylor Hunt - Agent: 541-531-6369","Blue Tree Realty"
"25037695","CHENAL VALLEY CAUREL COURT","$4,000","2740","2","4",,"73","160 CAUREL CIRCLE","Little Rock","Withdrawn","Jay W Davidson - Agent: 501-804-7883","Betts Real Estate"
"26008373","OAK GLEN SUB  - LITTLE ROCK","$4,000","2780","3","4",,"148","9 OAK GLEN","Little Rock","Active","Eugenia Williams - Agent: 501-804-8861","Gold Star Realty"
"26021300","FLETCHER VALLEY KINLEY RIDGE","$4,000","2200","2","3",,"65","114 Kinley Loop","Little Rock","Active","Nathan Alberius - Agent: 501-590-6791","Collier & Associates"
"24016918","Parkside","$4,150","2510","3","4","7/17/2024","63","65 Saffron Circle","Little Rock","Leased","Jamie M Hoffman - Agent: 501-232-8964","River Rock Realty Company"
"23037386","CHENAL VALLEY TOURNAY CIRCLE","$4,400","3090","3","5",,"102","79 Tournay Circle","Little Rock","Expired","Kimberly M Robbins - Agent: 501-353-4264","CBRPM Group"
"24031210","Rockwater Village","$4,500","3417","4","5","10/4/2024","39","1417 ROCKWATER BLVD","North Little Rock","Leased","Eugenia Williams - Agent: 501-804-8861","Gold Star Realty"
"25008471","Chenal Valley","$4,500","1800","2","3",,"358","18102 Rosemary Villas Parkway","Little Rock","Withdrawn","Nathan Alberius - Agent: 501-590-6791","Maris Realty, Inc."
"25008470","Chenal Valley","$4,500","1800","2","3",,"358","18100 Rosemary Villas Parkway","Little Rock","Withdrawn","Nathan Alberius - Agent: 501-590-6791","Maris Realty, Inc."
"26029806","CHENAL VALLEY TOURNAY CIRCLE","$4,600","3180","3","5",,"9","73 Tournay Circle","Little Rock","Active","Roy D Rainey Jr. - Agent: 501-221-8888","Rainey Realty, Inc."
"23010660","Mountain Park","$5,500","3577","3","5",,"33","1712 N Polk Street","Little Rock","Withdrawn","Ashley Wurtz - Agent: 501-993-6904","CBRPM Group"
"25027149","Abington","$6,000","4080","3","5",,"35","223 Abington Circle","Little Rock","Withdrawn","Taylor Hunt - Agent: 541-531-6369","Blue Tree Realty"
"23040818","HENDERSONS ADDN","$9,900","1625","2","4","4/30/2024","0","29 Jon Ross","Greenbrier","Leased","Makenzie Jones - Agent: 501-626-8256","Eagle Rock Realty & Property Management"
"23040813","HENDERSONS ADDN","$10,200","1732","2","4","10/31/2023","0","29 Jon Ross","Greenbrier","Leased","Makenzie Jones - Agent: 501-626-8256","Eagle Rock Realty & Property Management"
"25004423","Rehoboth","$15,600","1564","2","4","2/3/2025","2","1803 Rehoboth","Searcy","Leased","Tara Colunga - Agent: 501-515-3177","Dalrymple"
"23019859","Ridgefield","$17,621","1297","2","3","6/29/2023","0","96 FORMON DR","Paragould","Leased","Pete Cancilla - Agent: 870-212-0633","IMAGE Realty"
"25002017","Rehoboth","$17,700","1564","2","4","1/15/2025","14","1803 Rehoboth","Searcy","Leased","Tara Colunga - Agent: 501-515-3177","Dalrymple"
"23013478","Ridgefield","$18,015","1378","2","4","5/5/2023","0","211 FORMON DR","Paragould","Leased","Pete Cancilla - Agent: 870-212-0633","IMAGE Realty"
"24012874","HENDERSONS ADDN","$19,800","1625","2","4","4/12/2024","22","29 Jon Ross Drive","Greenbrier","Leased","Makenzie Jones - Agent: 501-626-8256","Eagle Rock Realty & Property Management"
"25012578","HENDERSONS ADDN","$20,173","1643","2","4","3/24/2025","140","7 Jon Ross Drive","Greenbrier","Leased","Makenzie Jones - Agent: 501-626-8256","Eagle Rock Realty & Property Management"
"25031177","HENDERSONS ADDN","$20,173","1566","2","4","7/16/2025","6","11 Jon Ross Drive","Greenbrier","Leased","Makenzie Jones - Agent: 501-626-8256","Eagle Rock Realty & Property Management"
"23040817","HENDERSONS ADDN","$20,400","1625","2","4","5/31/2024","0","11 Jon Ross","Greenbrier","Leased","Makenzie Jones - Agent: 501-626-8256","Eagle Rock Realty & Property Management"
"24010126","Not in Subdivision","$21,600","1709","2","4","3/31/2025","31","1140 Rockwell","Conway","Leased","Carter Archer - Agent: 501-626-8749","Eagle Rock Realty & Property Management"
"24017264","Not in Subdivision","$23,100","1631","2","4","6/30/2025","36","1175 Gallery Drive","Conway","Leased","Carter Archer - Agent: 501-626-8749","Eagle Rock Realty & Property Management"
"26007835","McDonal","$53,100","1300","2","3","3/1/2026","0","626 N 5TH Street","Paragould","Leased","Pete Cancilla - Agent: 870-212-0633","IMAGE Realty"
"26007834","McDonal","$54,000","1300","2","3","3/1/2026","0","620 N 5TH Street","Paragould","Leased","Pete Cancilla - Agent: 870-212-0633","IMAGE Realty"
