bedrooms,daysOnZillow,hdpUrl,homeStatus,lastSoldPrice,listingAddress/full,listingAddress/street,listingPrice/amount,livingArea,price,propertyUrl,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
4,18,/homedetails/2661-2nd-Maumelle-AR-72113/2060619941_zpid/,FOR_RENT,,"2661 2nd, Maumelle, AR 72113",2661 2nd,1795,2300,1795,https://www.zillow.com/homedetails/2661-2nd-Maumelle-AR-72113/2060619941_zpid/,2026-07-29T00:00:00.000Z,Listed for rent,2026-02-03T00:00:00.000Z,Listing removed,2025-12-31T00:00:00.000Z,Listed for rent,2025-03-01T00:00:00.000Z,Listing removed,2025-02-26T00:00:00.000Z,Price change,2025-01-29T00:00:00.000Z,Listed for rent,2023-12-28T00:00:00.000Z,Listing removed,2023-11-07T00:00:00.000Z,Listed for rent,2022-12-21T00:00:00.000Z,Listing removed,2022-12-06T00:00:00.000Z,Price change,2022-11-28T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,16,/homedetails/503-Cain-Trl-Maumelle-AR-72113/457576378_zpid/,FOR_RENT,292000,"503 Cain Trl, Maumelle, AR 72113",503 Cain Trl,2300,1646,2300,https://www.zillow.com/homedetails/503-Cain-Trl-Maumelle-AR-72113/457576378_zpid/,2026-07-31T00:00:00.000Z,Listed for rent,2026-03-17T00:00:00.000Z,Sold,2026-02-23T00:00:00.000Z,Contingent,2026-01-30T00:00:00.000Z,Price change,2025-10-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,41,/homedetails/1072-Huntington-Dr-Benton-AR-72019/2061832300_zpid/,FOR_RENT,198000,"1072 Huntington Dr, Benton, AR 72019",1072 Huntington Dr,1650,1499,1650,https://www.zillow.com/homedetails/1072-Huntington-Dr-Benton-AR-72019/2061832300_zpid/,2026-07-06T00:00:00.000Z,Listed for rent,2024-10-23T00:00:00.000Z,Listing removed,2024-09-30T00:00:00.000Z,Price change,2024-09-18T00:00:00.000Z,Listed for rent,2022-12-30T00:00:00.000Z,Sold,2022-12-12T00:00:00.000Z,Contingent,2022-11-29T00:00:00.000Z,Price change,2022-11-11T00:00:00.000Z,Price change,2022-11-03T00:00:00.000Z,Price change,2022-10-04T00:00:00.000Z,Price change,2022-08-23T00:00:00.000Z,Price change,2022-08-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,47,/homedetails/10220-Brandi-Kay-Dr-North-Little-Rock-AR-72113/446361088_zpid/,RECENTLY_SOLD,229000,"10220 Brandi Kay Dr, North Little Rock, AR 72113",10220 Brandi Kay Dr,229000,1557,229000,https://www.zillow.com/homedetails/10220-Brandi-Kay-Dr-North-Little-Rock-AR-72113/446361088_zpid/,2026-07-25T00:00:00.000Z,Listing removed,2026-07-20T00:00:00.000Z,Listed for rent,2026-06-30T00:00:00.000Z,Sold,2026-05-14T00:00:00.000Z,Listed for sale,2021-08-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,14,/homedetails/144-Jonathan-Dr-Maumelle-AR-72113/462538135_zpid/,FOR_RENT,225150,"144 Jonathan Dr, Maumelle, AR 72113",144 Jonathan Dr,1850,1402,1850,https://www.zillow.com/homedetails/144-Jonathan-Dr-Maumelle-AR-72113/462538135_zpid/,2026-08-02T00:00:00.000Z,Listed for rent,2026-07-31T00:00:00.000Z,Sold,2026-07-06T00:00:00.000Z,Contingent,2026-06-17T00:00:00.000Z,Price change,2026-06-08T00:00:00.000Z,Price change,2026-05-19T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,FOR_RENT,,"205 Logan Dr, Maumelle, AR 72113",205 Logan Dr,1835,1472,1835,https://www.zillow.com/homedetails/205-Logan-Dr-Maumelle-AR-72113/2057186361_zpid/,2026-08-05T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-04T00:00:00.000Z,Listing removed,2025-09-03T00:00:00.000Z,Listed for rent,2025-09-03T00:00:00.000Z,Listing removed,2025-08-29T00:00:00.000Z,Price change,2025-07-15T00:00:00.000Z,Listed for rent,2023-09-10T00:00:00.000Z,Listing removed,2023-09-09T00:00:00.000Z,Listed for rent,2023-09-08T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,47,/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,FOR_RENT,,"7 Southland Dr, Maumelle, AR 72113",7 Southland Dr,850,925,850,https://www.zillow.com/homedetails/7-Southland-Dr-Maumelle-AR-72113/2109744736_zpid/,2026-06-30T00:00:00.000Z,Listed for rent,2018-07-15T00:00:00.000Z,Listing removed,2018-06-28T00:00:00.000Z,Listed for rent,2016-06-28T00:00:00.000Z,Listing removed,2014-12-12T00:00:00.000Z,Listing removed,2014-07-29T00:00:00.000Z,Listed for rent,2013-12-30T00:00:00.000Z,Listing removed,2013-11-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,46,/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,FOR_RENT,,"10413 Cypress Knee Dr, Maumelle, AR 72113",10413 Cypress Knee Dr,1800,1480,1800,https://www.zillow.com/homedetails/10413-Cypress-Knee-Dr-Maumelle-AR-72113/2060938533_zpid/,2026-07-01T00:00:00.000Z,Listed for rent,2025-04-22T00:00:00.000Z,Listing removed,2025-04-04T00:00:00.000Z,Listed for rent,2022-11-13T00:00:00.000Z,Listing removed,2022-10-25T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32,/homedetails/8616-Eastwood-Creek-Dr-North-Little-Rock-AR-72113/2059022685_zpid/,FOR_RENT,246600,"8616 Eastwood Creek Dr, North Little Rock, AR 72113",8616 Eastwood Creek Dr,1900,1722,1900,https://www.zillow.com/homedetails/8616-Eastwood-Creek-Dr-North-Little-Rock-AR-72113/2059022685_zpid/,2026-08-08T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2023-06-12T00:00:00.000Z,Sold,2023-05-02T00:00:00.000Z,Contingent,2023-03-02T00:00:00.000Z,Listed for sale,2023-03-01T00:00:00.000Z,Contingent,2023-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,40,/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,FOR_RENT,,"117 Logan Dr, Maumelle, AR 72113",117 Logan Dr,1835,1472,1835,https://www.zillow.com/homedetails/117-Logan-Dr-Maumelle-AR-72113/2057186355_zpid/,2026-07-07T00:00:00.000Z,Listed for rent,2023-07-30T00:00:00.000Z,Listing removed,2023-07-29T00:00:00.000Z,Listed for rent,2023-07-29T00:00:00.000Z,Listing removed,2023-06-10T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,44,/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,FOR_RENT,175000,"61 Pin Oak Loop, Maumelle, AR 72113",61 Pin Oak Loop,1495,1173,1495,https://www.zillow.com/homedetails/61-Pin-Oak-Loop-Maumelle-AR-72113/326810_zpid/,2026-08-14T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Listed for rent,2024-04-25T00:00:00.000Z,Listing removed,2024-04-09T00:00:00.000Z,Listed for rent,2023-02-09T00:00:00.000Z,Listing removed,2022-12-28T00:00:00.000Z,Price change,2022-10-26T00:00:00.000Z,Listed for rent,2022-09-30T00:00:00.000Z,Sold,2022-08-28T00:00:00.000Z,Contingent,2022-08-26T00:00:00.000Z,Listed for sale,2018-04-24T00:00:00.000Z,Sold,2018-03-07T00:00:00.000Z,Price change,2018-02-07T00:00:00.000Z,Listed for sale,2017-06-08T00:00:00.000Z,Listing removed,2017-05-10T00:00:00.000Z,Listed for sale,2014-05-05T00:00:00.000Z,Sold,2011-07-04T00:00:00.000Z,Listing removed,2011-06-09T00:00:00.000Z,Listed for sale,2006-08-02T00:00:00.000Z,Sold,2003-05-01T00:00:00.000Z,Sold,2000-09-22T00:00:00.000Z,Sold,,,,,,,,,,,,
3,33,/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/,FOR_RENT,139900,"80 Garden Oaks Dr, Maumelle, AR 72113",80 Garden Oaks Dr,1650,1300,1650,https://www.zillow.com/homedetails/80-Garden-Oaks-Dr-Maumelle-AR-72113/326252_zpid/,2026-07-14T00:00:00.000Z,Listed for rent,2025-02-18T00:00:00.000Z,Listing removed,2025-01-20T00:00:00.000Z,Listed for rent,2024-02-15T00:00:00.000Z,Listing removed,2024-01-18T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-06-27T00:00:00.000Z,Listing removed,2020-06-21T00:00:00.000Z,Listed for rent,2014-10-28T00:00:00.000Z,Listing removed,2014-10-17T00:00:00.000Z,Sold,2014-07-14T00:00:00.000Z,Sold,2014-06-05T00:00:00.000Z,Price change,2014-04-25T00:00:00.000Z,Listed for sale,2014-01-29T00:00:00.000Z,Sold,2013-07-19T00:00:00.000Z,Sold,1997-10-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
3,19,/homedetails/13-Holly-Brook-Cv-Maumelle-AR-72113/35734402_zpid/,FOR_RENT,112749,"13 Holly Brook Cv, Maumelle, AR 72113",13 Holly Brook Cv,1700,1272,1700,https://www.zillow.com/homedetails/13-Holly-Brook-Cv-Maumelle-AR-72113/35734402_zpid/,2026-07-28T00:00:00.000Z,Listed for rent,2007-02-28T00:00:00.000Z,Sold,2002-10-07T00:00:00.000Z,Sold,2000-05-31T00:00:00.000Z,Sold,1997-06-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,41,/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/,FOR_RENT,222925,"124 Im Dr, Maumelle, AR 72113",124 Im Dr,1950,1500,1950,https://www.zillow.com/homedetails/124-Im-Dr-Maumelle-AR-72113/2056969175_zpid/,2026-07-06T00:00:00.000Z,Listed for rent,2025-08-27T00:00:00.000Z,Listing removed,2025-07-18T00:00:00.000Z,Listed for rent,2024-08-21T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2023-09-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,/homedetails/136-Chambery-Dr-Maumelle-AR-72113/122005734_zpid/,FOR_RENT,,"136 Chambery Dr, Maumelle, AR 72113",136 Chambery Dr,2400,1651,2400,https://www.zillow.com/homedetails/136-Chambery-Dr-Maumelle-AR-72113/122005734_zpid/,2026-07-24T00:00:00.000Z,Listed for rent,2018-04-13T00:00:00.000Z,Listing removed,2018-03-27T00:00:00.000Z,Listed for rent,2018-01-22T00:00:00.000Z,Listing removed,2017-12-29T00:00:00.000Z,Listed for rent,2017-03-30T00:00:00.000Z,Listing removed,2017-01-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,23,/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,FOR_RENT,,"127 Chambery Dr, Maumelle, AR 72113",127 Chambery Dr,2400,1651,2400,https://www.zillow.com/homedetails/127-Chambery-Dr-Maumelle-AR-72113/122006196_zpid/,2026-07-24T00:00:00.000Z,Listed for rent,2019-06-07T00:00:00.000Z,Listing removed,2019-03-21T00:00:00.000Z,Price change,2019-02-14T00:00:00.000Z,Listed for rent,2017-11-15T00:00:00.000Z,Listing removed,2017-08-30T00:00:00.000Z,Price change,2017-08-08T00:00:00.000Z,Price change,2017-04-27T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,27,/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,FOR_RENT,145000,"81 Oak Forest Loop, Maumelle, AR 72113",81 Oak Forest Loop,1700,1300,1700,https://www.zillow.com/homedetails/81-Oak-Forest-Loop-Maumelle-AR-72113/326542_zpid/,2026-07-20T00:00:00.000Z,Listed for rent,2021-01-15T00:00:00.000Z,Sold,2012-10-11T00:00:00.000Z,Sold,1997-04-16T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2,/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,FOR_RENT,240000,"5 Stoneledge Dr, Maumelle, AR 72113",5 Stoneledge Dr,1850,1755,1850,https://www.zillow.com/homedetails/5-Stoneledge-Dr-Maumelle-AR-72113/326005_zpid/,2026-08-14T00:00:00.000Z,Listed for rent,2025-04-10T00:00:00.000Z,Listing removed,2025-03-28T00:00:00.000Z,Listed for rent,2025-02-06T00:00:00.000Z,Sold,2024-11-23T00:00:00.000Z,Listing removed,2024-07-30T00:00:00.000Z,Listed for rent,2015-02-24T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,17,/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/,FOR_RENT,380000,"15 Iris Cv, Maumelle, AR 72113",15 Iris Cv,3000,2320,3000,https://www.zillow.com/homedetails/15-Iris-Cv-Maumelle-AR-72113/327989_zpid/,2026-07-30T00:00:00.000Z,Listed for rent,2026-07-24T00:00:00.000Z,Sold,2026-05-22T00:00:00.000Z,Listed for sale,2019-02-06T00:00:00.000Z,Sold,2019-01-22T00:00:00.000Z,Pending sale,2018-12-01T00:00:00.000Z,Price change,2018-10-03T00:00:00.000Z,Price change,2018-06-15T00:00:00.000Z,Listed for sale,2015-06-26T00:00:00.000Z,Sold,2002-05-24T00:00:00.000Z,Sold,2001-04-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,15,/homedetails/267-Creek-View-Dr-Austin-AR-72007/99430851_zpid/,FOR_RENT,170000,"267 Creek View Dr, Austin, AR 72007",267 Creek View Dr,1450,1443,1450,https://www.zillow.com/homedetails/267-Creek-View-Dr-Austin-AR-72007/99430851_zpid/,2026-08-01T00:00:00.000Z,Listed for rent,2022-08-21T00:00:00.000Z,Sold,2020-02-18T00:00:00.000Z,Sold,2015-02-19T00:00:00.000Z,Listing removed,2014-07-25T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,/homedetails/314-Ray-St-Cabot-AR-72023/257086_zpid/,FOR_RENT,700000,"314 Ray St, Cabot, AR 72023",314 Ray St,1275,1449,1275,https://www.zillow.com/homedetails/314-Ray-St-Cabot-AR-72023/257086_zpid/,2026-08-11T00:00:00.000Z,Price change,2026-07-14T00:00:00.000Z,Listed for rent,2022-08-09T00:00:00.000Z,Listing removed,2022-08-05T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2020-05-19T00:00:00.000Z,Listing removed,2020-04-10T00:00:00.000Z,Listed for rent,2018-10-23T00:00:00.000Z,Listing removed,2018-09-25T00:00:00.000Z,Listed for rent,2017-09-28T00:00:00.000Z,Listing removed,2017-08-19T00:00:00.000Z,Price change,2017-07-20T00:00:00.000Z,Listed for rent,2015-03-28T00:00:00.000Z,Listing removed,2015-02-26T00:00:00.000Z,Listed for rent,2014-01-15T00:00:00.000Z,Sold,2003-03-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
3,38,/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,FOR_RENT,185000,"509 E Elm St, Cabot, AR 72023",509 E Elm St,1495,1056,1495,https://www.zillow.com/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,2026-07-23T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2026-07-09T00:00:00.000Z,Listing removed,2026-05-02T00:00:00.000Z,Listed for rent,2026-04-16T00:00:00.000Z,Listing removed,2026-02-18T00:00:00.000Z,Price change,2026-02-04T00:00:00.000Z,Listed for rent,2023-04-10T00:00:00.000Z,Sold,2023-01-19T00:00:00.000Z,Listing removed,2023-01-18T00:00:00.000Z,Listed for rent,2023-01-06T00:00:00.000Z,Listing removed,2022-10-26T00:00:00.000Z,Listed for sale,2021-05-28T00:00:00.000Z,Sold,2015-07-27T00:00:00.000Z,Sold,2012-10-07T00:00:00.000Z,Listing removed,2012-09-20T00:00:00.000Z,Price change,2012-06-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
3,5,/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,FOR_RENT,147900,"21 Meadowlark Dr, Cabot, AR 72023",21 Meadowlark Dr,1395,1013,1395,https://www.zillow.com/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,2026-08-12T00:00:00.000Z,Listed for rent,2024-01-16T00:00:00.000Z,Listing removed,2024-01-04T00:00:00.000Z,Sold,2023-08-22T00:00:00.000Z,Sold,2023-07-17T00:00:00.000Z,Contingent,2023-05-12T00:00:00.000Z,Listed for sale,2023-04-19T00:00:00.000Z,Listing removed,2023-03-17T00:00:00.000Z,Listed for rent,2022-03-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,9,/homedetails/16-Mustang-Dr-Cabot-AR-72023/63160974_zpid/,FOR_RENT,2988,"16 Mustang Dr, Cabot, AR 72023",16 Mustang Dr,1450,1494,1450,https://www.zillow.com/homedetails/16-Mustang-Dr-Cabot-AR-72023/63160974_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,2020-02-08T00:00:00.000Z,Listing removed,2020-01-25T00:00:00.000Z,Listed for rent,2018-12-12T00:00:00.000Z,Listing removed,2018-11-14T00:00:00.000Z,Listed for rent,2012-08-23T00:00:00.000Z,Sold,2004-02-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,24,/homedetails/101-Cedar-Creek-Loop-Cabot-AR-72023/88905306_zpid/,FOR_RENT,,"101 Cedar Creek Loop, Cabot, AR 72023",101 Cedar Creek Loop,1345,1422,1345,https://www.zillow.com/homedetails/101-Cedar-Creek-Loop-Cabot-AR-72023/88905306_zpid/,2026-08-06T00:00:00.000Z,Price change,2026-07-30T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,25,/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,FOR_RENT,10000,"53 Bent Tree Dr, Cabot, AR 72023",53 Bent Tree Dr,1595,1645,1595,https://www.zillow.com/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,2026-07-22T00:00:00.000Z,Listed for rent,2002-07-18T00:00:00.000Z,Sold,1993-11-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,/homedetails/54-Magnolia-Dr-Cabot-AR-72023/60314948_zpid/,FOR_RENT,117000,"54 Magnolia Dr, Cabot, AR 72023",54 Magnolia Dr,1400,1394,1400,https://www.zillow.com/homedetails/54-Magnolia-Dr-Cabot-AR-72023/60314948_zpid/,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-24T00:00:00.000Z,Listing removed,2025-09-04T00:00:00.000Z,Listed for rent,2024-08-02T00:00:00.000Z,Listing removed,2024-07-20T00:00:00.000Z,Price change,2024-06-25T00:00:00.000Z,Listed for rent,2023-06-25T00:00:00.000Z,Listing removed,2023-06-02T00:00:00.000Z,Listed for rent,2021-12-27T00:00:00.000Z,Listing removed,2021-12-19T00:00:00.000Z,Listed for rent,2013-05-01T00:00:00.000Z,Listing removed,2013-04-21T00:00:00.000Z,Listed for rent,2013-04-19T00:00:00.000Z,Sold,2012-12-01T00:00:00.000Z,Price change,2012-10-15T00:00:00.000Z,Listed for sale,2011-04-01T00:00:00.000Z,Sold,2011-01-17T00:00:00.000Z,Price change,2011-01-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,
3,10,/homedetails/36-Azalea-Dr-Cabot-AR-72023/52495117_zpid/,FOR_RENT,16000,"36 Azalea Dr, Cabot, AR 72023",36 Azalea Dr,1350,1350,1350,https://www.zillow.com/homedetails/36-Azalea-Dr-Cabot-AR-72023/52495117_zpid/,2026-08-06T00:00:00.000Z,Listed for rent,2011-05-11T00:00:00.000Z,Sold,1999-11-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,33,/homedetails/61-Whitetail-Dr-Ward-AR-72176/338206844_zpid/,FOR_RENT,212000,"61 Whitetail Dr, Ward, AR 72176",61 Whitetail Dr,1445,1473,1445,https://www.zillow.com/homedetails/61-Whitetail-Dr-Ward-AR-72176/338206844_zpid/,2026-07-14T00:00:00.000Z,Listed for rent,2024-06-04T00:00:00.000Z,Listing removed,2024-05-28T00:00:00.000Z,Listed for rent,2023-04-22T00:00:00.000Z,Listing removed,2023-04-12T00:00:00.000Z,Listed for rent,2023-03-09T00:00:00.000Z,Sold,2023-02-13T00:00:00.000Z,Contingent,2023-02-10T00:00:00.000Z,Listed for sale,2020-09-02T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,10,/homedetails/106-Jo-Park-Ln-Maumelle-AR-72113/2056841941_zpid/,FOR_RENT,,"106 Jo Park Ln, Maumelle, AR 72113",106 Jo Park Ln,2000,1640,2000,https://www.zillow.com/homedetails/106-Jo-Park-Ln-Maumelle-AR-72113/2056841941_zpid/,2026-08-06T00:00:00.000Z,Listed for rent,2023-10-04T00:00:00.000Z,Listing removed,2023-10-03T00:00:00.000Z,Listed for rent,2023-10-03T00:00:00.000Z,Listing removed,2023-06-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30,/homedetails/15-Applewood-Cv-Cabot-AR-72023/35732370_zpid/,FOR_RENT,226000,"15 Applewood Cv, Cabot, AR 72023",15 Applewood Cv,1600,1588,1600,https://www.zillow.com/homedetails/15-Applewood-Cv-Cabot-AR-72023/35732370_zpid/,2026-07-17T00:00:00.000Z,Listed for rent,2024-05-04T00:00:00.000Z,Listing removed,2024-04-27T00:00:00.000Z,Listed for rent,2024-04-19T00:00:00.000Z,Sold,2024-03-14T00:00:00.000Z,Listed for sale,2022-10-31T00:00:00.000Z,Sold,2022-08-02T00:00:00.000Z,Listed for sale,2019-10-28T00:00:00.000Z,Sold,2019-09-18T00:00:00.000Z,Listed for sale,2014-01-02T00:00:00.000Z,Sold,2013-11-23T00:00:00.000Z,Price change,2013-10-17T00:00:00.000Z,Price change,2013-09-20T00:00:00.000Z,Listed for sale,2012-03-08T00:00:00.000Z,Listing removed,2011-09-23T00:00:00.000Z,Listed for sale,2011-05-07T00:00:00.000Z,Listing removed,2011-01-23T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,
3,53,/homedetails/17-Azalea-Dr-Cabot-AR-72023/52495110_zpid/,FOR_RENT,174500,"17 Azalea Dr, Cabot, AR 72023",17 Azalea Dr,1390,1294,1390,https://www.zillow.com/homedetails/17-Azalea-Dr-Cabot-AR-72023/52495110_zpid/,2026-08-13T00:00:00.000Z,Price change,2026-06-25T00:00:00.000Z,Listed for rent,2024-12-19T00:00:00.000Z,Sold,2024-11-09T00:00:00.000Z,Listed for sale,2022-05-27T00:00:00.000Z,Sold,2021-03-24T00:00:00.000Z,Listing removed,2018-07-11T00:00:00.000Z,Listing removed,2018-07-08T00:00:00.000Z,Listed for rent,2017-09-16T00:00:00.000Z,Listing removed,2017-05-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3,/homedetails/59-Hickory-Bend-Dr-Cabot-AR-72023/67445626_zpid/,FOR_RENT,207000,"59 Hickory Bend Dr, Cabot, AR 72023",59 Hickory Bend Dr,2000,2129,2000,https://www.zillow.com/homedetails/59-Hickory-Bend-Dr-Cabot-AR-72023/67445626_zpid/,2026-08-13T00:00:00.000Z,Listed for rent,2023-06-25T00:00:00.000Z,Listing removed,2023-06-22T00:00:00.000Z,Listed for rent,2021-02-22T00:00:00.000Z,Sold,2016-07-15T00:00:00.000Z,Listing removed,2016-06-12T00:00:00.000Z,Price change,2016-04-29T00:00:00.000Z,Listed for sale,2011-03-30T00:00:00.000Z,Sold,2010-08-06T00:00:00.000Z,Listing removed,2010-02-22T00:00:00.000Z,Price change,2009-10-03T00:00:00.000Z,Listed for sale,2009-07-16T00:00:00.000Z,Listing removed,2009-02-16T00:00:00.000Z,Listed for sale,2008-10-27T00:00:00.000Z,Listing removed,2008-07-23T00:00:00.000Z,Price change,2007-07-07T00:00:00.000Z,Listed for sale,2004-11-09T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
3,9,/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,FOR_RENT,196500,"42 Winners Cir, Cabot, AR 72023",42 Winners Cir,1850,1521,1850,https://www.zillow.com/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,2026-08-07T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-09T00:00:00.000Z,Sold,2025-04-28T00:00:00.000Z,Price change,2025-04-14T00:00:00.000Z,Price change,2025-04-03T00:00:00.000Z,Price change,2025-03-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
