listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,listingAddress/zipCode,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event
"1425 Ola St, Conway, AR 72032",1425 Ola St,Conway,AR,72032,,forRent,3,1268,,3100,15,https://www.zillow.com/homedetails/1425-Ola-St-Conway-AR-72032/63265054_zpid/,,115000,2026-09-02T00:00:00.000Z,Listed for rent,2026-02-22T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent,2025-12-29T00:00:00.000Z,Listing removed,2025-11-07T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-03-22T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Listed for rent,2025-02-01T00:00:00.000Z,Listing removed,2025-01-15T00:00:00.000Z,Listed for rent,2024-12-10T00:00:00.000Z,Listing removed,2024-11-30T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Listed for rent,2015-03-23T00:00:00.000Z,Sold,2015-01-09T00:00:00.000Z,Price change,2014-10-12T00:00:00.000Z,Price change,2014-08-27T00:00:00.000Z,Listed for sale,2009-12-01T00:00:00.000Z,Sold,2009-10-21T00:00:00.000Z,Listed for sale,,,,,,,,,,,,
"22 Marshall Rd N, Vilonia, AR 72173",22 Marshall Rd N,Vilonia,AR,72173,,forRent,3,1500,,1350,12,https://www.zillow.com/homedetails/22-Marshall-Rd-N-Vilonia-AR-72173/52392644_zpid/,,,2026-09-17T00:00:00.000Z,Price change,2026-09-06T00:00:00.000Z,Listed for rent,2025-12-21T00:00:00.000Z,Listing removed,2025-11-17T00:00:00.000Z,Price change,2025-11-12T00:00:00.000Z,Price change,2025-10-27T00:00:00.000Z,Listed for rent,2024-09-06T00:00:00.000Z,Listing removed,2024-08-28T00:00:00.000Z,Price change,2024-08-13T00:00:00.000Z,Price change,2024-07-23T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1930 College Ave, Conway, AR 72034",1930 College Ave,Conway,AR,72034,,forRent,3,1926,,3100,15,https://www.zillow.com/homedetails/1930-College-Ave-Conway-AR-72034/237634_zpid/,,160268,2026-09-02T00:00:00.000Z,Listed for rent,2026-03-18T00:00:00.000Z,Listing removed,2026-02-19T00:00:00.000Z,Price change,2026-02-05T00:00:00.000Z,Listed for rent,2026-01-28T00:00:00.000Z,Listing removed,2026-01-13T00:00:00.000Z,Listed for rent,2025-09-23T00:00:00.000Z,Listing removed,2025-08-26T00:00:00.000Z,Price change,2025-08-07T00:00:00.000Z,Price change,2025-07-30T00:00:00.000Z,Listed for rent,2025-06-27T00:00:00.000Z,Listing removed,2025-06-10T00:00:00.000Z,Listed for rent,2025-05-29T00:00:00.000Z,Listing removed,2025-03-22T00:00:00.000Z,Price change,2025-02-10T00:00:00.000Z,Listed for rent,2025-02-01T00:00:00.000Z,Listing removed,2025-01-15T00:00:00.000Z,Listed for rent,2024-12-10T00:00:00.000Z,Listing removed,2024-11-30T00:00:00.000Z,Listed for rent,2024-11-23T00:00:00.000Z,Listing removed,2024-10-16T00:00:00.000Z,Listed for rent,2023-05-02T00:00:00.000Z,Sold,2023-02-20T00:00:00.000Z,Price change,2023-01-29T00:00:00.000Z,Listed for sale,2013-08-23T00:00:00.000Z,Sold,,,,,,
"4540 Thompson St, Conway, AR 72034",4540 Thompson St,Conway,AR,72034,,forRent,3,1195,,1450,22,https://www.zillow.com/homedetails/4540-Thompson-St-Conway-AR-72034/52392329_zpid/,,110000,2026-08-26T00:00:00.000Z,Listed for rent,2024-05-02T00:00:00.000Z,Listing removed,2024-04-25T00:00:00.000Z,Listed for rent,2022-08-10T00:00:00.000Z,Listing removed,2022-07-30T00:00:00.000Z,Listed for rent,2021-08-09T00:00:00.000Z,Listing removed,2021-08-04T00:00:00.000Z,Listed for rent,2012-06-11T00:00:00.000Z,Sold,2011-02-21T00:00:00.000Z,Sold,2003-05-13T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1120 Trenton Dr, Conway, AR 72034",1120 Trenton Dr,Conway,AR,72034,,forRent,3,1230,,1450,7,https://www.zillow.com/homedetails/1120-Trenton-Dr-Conway-AR-72034/82275033_zpid/,,92000,2026-09-10T00:00:00.000Z,Listed for rent,2026-03-11T00:00:00.000Z,Listing removed,2026-03-04T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2020-02-09T00:00:00.000Z,Listing removed,2020-01-09T00:00:00.000Z,Price change,2019-11-07T00:00:00.000Z,Price change,2019-10-20T00:00:00.000Z,Listed for rent,2005-05-03T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8616 Eastwood Creek Dr, North Little Rock, AR 72113",8616 Eastwood Creek Dr,North Little Rock,AR,72113,,forRent,3,1722,,1950,28,https://www.zillow.com/homedetails/8616-Eastwood-Creek-Dr-North-Little-Rock-AR-72113/2059022685_zpid/,,246600,2026-08-20T00:00:00.000Z,Listed for rent,2026-08-20T00:00:00.000Z,Listing removed,2026-08-08T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2023-06-12T00:00:00.000Z,Sold,2023-05-02T00:00:00.000Z,Contingent,2023-03-02T00:00:00.000Z,Listed for sale,2023-03-01T00:00:00.000Z,Contingent,2023-02-24T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3802 Pinecrest Ln, Maumelle, AR 72113",3802 Pinecrest Ln,Maumelle,AR,72113,,forRent,4,2435,,2600,14,https://www.zillow.com/homedetails/3802-Pinecrest-Ln-Maumelle-AR-72113/465038347_zpid/,,,2026-09-15T00:00:00.000Z,Price change,2026-09-03T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6005 Coywolf, Maumelle, AR 72113",6005 Coywolf,Maumelle,AR,72113,,forRent,4,1955,,2300,1,https://www.zillow.com/homedetails/6005-Coywolf-Maumelle-AR-72113/465322717_zpid/,,,2026-09-16T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"103 Jo Park Ln, Maumelle, AR 72113",103 Jo Park Ln,Maumelle,AR,72113,,forRent,3,1491,,1700,1,https://www.zillow.com/homedetails/103-Jo-Park-Ln-Maumelle-AR-72113/2058345725_zpid/,,223425,2026-09-16T00:00:00.000Z,Listed for rent,2023-08-10T00:00:00.000Z,Sold,2023-04-29T00:00:00.000Z,Listing removed,2023-04-18T00:00:00.000Z,Price change,2023-03-26T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2400 SW Ednruance Way #2, Maumelle, AR 72113",2400 SW Ednruance Way #2,Maumelle,AR,72113,,forRent,3,1200,,1995,87,https://www.zillow.com/homedetails/2400-SW-Ednruance-Way-2-Maumelle-AR-72113/463401793_zpid/,,,2026-09-08T00:00:00.000Z,Price change,2026-06-23T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"113 Lucy Ln, Maumelle, AR 72113",113 Lucy Ln,Maumelle,AR,72113,,forRent,3,1051,,1460,9,https://www.zillow.com/homedetails/113-Lucy-Ln-Maumelle-AR-72113/463057776_zpid/,,,2026-09-09T00:00:00.000Z,Listed for rent,2026-08-14T00:00:00.000Z,Listing removed,2026-08-10T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Price change,2026-07-13T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-07-06T00:00:00.000Z,Price change,2026-06-09T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"10700 Mason Dr, North Little Rock, AR 72113",10700 Mason Dr,North Little Rock,AR,72113,,forRent,3,1248,,1700,9,https://www.zillow.com/homedetails/10700-Mason-Dr-North-Little-Rock-AR-72113/457082284_zpid/,,204325,2026-09-08T00:00:00.000Z,Listed for rent,2026-03-11T00:00:00.000Z,Sold,2026-01-15T00:00:00.000Z,Contingent,2025-12-30T00:00:00.000Z,Listed for sale,2025-10-30T00:00:00.000Z,Listing removed,2025-09-30T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"15 Silverado Ct, Cabot, AR 72023",15 Silverado Ct,Cabot,AR,72023,,forRent,3,1382,,1350,28,https://www.zillow.com/homedetails/15-Silverado-Ct-Cabot-AR-72023/35732243_zpid/,,150000,2026-08-20T00:00:00.000Z,Listed for rent,2024-11-11T00:00:00.000Z,Listing removed,2024-09-27T00:00:00.000Z,Listed for rent,2022-10-26T00:00:00.000Z,Sold,2020-12-16T00:00:00.000Z,Listing removed,2020-12-08T00:00:00.000Z,Listed for rent,2020-05-16T00:00:00.000Z,Listing removed,2020-04-22T00:00:00.000Z,Listed for rent,2020-04-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22 Oakland Cir, Austin, AR 72007",22 Oakland Cir,Austin,AR,72007,,forRent,3,1328,,1575,23,https://www.zillow.com/homedetails/22-Oakland-Cir-Austin-AR-72007/251409763_zpid/,,176000,2026-08-25T00:00:00.000Z,Listed for rent,2024-07-01T00:00:00.000Z,Listing removed,2024-05-14T00:00:00.000Z,Listed for rent,2024-05-02T00:00:00.000Z,Listing removed,2024-04-15T00:00:00.000Z,Price change,2024-03-28T00:00:00.000Z,Price change,2024-03-14T00:00:00.000Z,Price change,2024-02-14T00:00:00.000Z,Listed for rent,2024-01-09T00:00:00.000Z,Sold,2023-11-28T00:00:00.000Z,Listed for sale,2023-03-24T00:00:00.000Z,Sold,2019-03-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32 Fortson Dr, Cabot, AR 72023",32 Fortson Dr,Cabot,AR,72023,,forRent,3,1064,,875,26,https://www.zillow.com/homedetails/32-Fortson-Dr-Cabot-AR-72023/63161011_zpid/,,750000,2026-08-22T00:00:00.000Z,Listed for rent,2024-02-17T00:00:00.000Z,Listing removed,2024-02-03T00:00:00.000Z,Listed for rent,2004-08-10T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"509 E Elm St, Cabot, AR 72023",509 E Elm St,Cabot,AR,72023,,forRent,3,1056,,1450,70,https://www.zillow.com/homedetails/509-E-Elm-St-Cabot-AR-72023/257181_zpid/,,185000,2026-08-20T00:00:00.000Z,Price change,2026-07-23T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Listed for rent,2026-07-09T00:00:00.000Z,Listing removed,2026-05-02T00:00:00.000Z,Listed for rent,2026-04-16T00:00:00.000Z,Listing removed,2026-02-18T00:00:00.000Z,Price change,2026-02-04T00:00:00.000Z,Listed for rent,2023-04-10T00:00:00.000Z,Sold,2023-01-19T00:00:00.000Z,Listing removed,2023-01-18T00:00:00.000Z,Listed for rent,2023-01-06T00:00:00.000Z,Listing removed,2022-10-26T00:00:00.000Z,Listed for sale,2021-05-28T00:00:00.000Z,Sold,2015-07-27T00:00:00.000Z,Sold,2012-10-07T00:00:00.000Z,Listing removed,2012-09-20T00:00:00.000Z,Price change,2012-06-20T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,
"21 Meadowlark Dr, Cabot, AR 72023",21 Meadowlark Dr,Cabot,AR,72023,,forRent,3,1013,,1395,36,https://www.zillow.com/homedetails/21-Meadowlark-Dr-Cabot-AR-72023/255213_zpid/,,147900,2026-08-12T00:00:00.000Z,Listed for rent,2024-01-16T00:00:00.000Z,Listing removed,2024-01-04T00:00:00.000Z,Sold,2023-08-22T00:00:00.000Z,Sold,2023-07-17T00:00:00.000Z,Contingent,2023-05-12T00:00:00.000Z,Listed for sale,2023-04-19T00:00:00.000Z,Listing removed,2023-03-17T00:00:00.000Z,Listed for rent,2022-03-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1045 E Main St, Austin, AR 72007",1045 E Main St,Austin,AR,72007,,forRent,3,1266,,1375,12,https://www.zillow.com/homedetails/1045-E-Main-St-Austin-AR-72007/99406768_zpid/,,70000,2026-09-05T00:00:00.000Z,Listed for rent,2025-07-07T00:00:00.000Z,Listing removed,2025-06-26T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2017-12-02T00:00:00.000Z,Listing removed,2017-11-20T00:00:00.000Z,Listed for rent,2015-07-16T00:00:00.000Z,Listing removed,2015-06-22T00:00:00.000Z,Listed for rent,2014-10-06T00:00:00.000Z,Sold,2014-09-06T00:00:00.000Z,Price change,2014-08-04T00:00:00.000Z,Price change,2014-06-25T00:00:00.000Z,Price change,2014-04-24T00:00:00.000Z,Price change,2013-12-13T00:00:00.000Z,Price change,2013-09-29T00:00:00.000Z,Price change,2013-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,
"16 Mustang Dr, Cabot, AR 72023",16 Mustang Dr,Cabot,AR,72023,,forRent,3,1494,,1450,41,https://www.zillow.com/homedetails/16-Mustang-Dr-Cabot-AR-72023/63160974_zpid/,,2988,2026-08-07T00:00:00.000Z,Listed for rent,2020-02-08T00:00:00.000Z,Listing removed,2020-01-25T00:00:00.000Z,Listed for rent,2018-12-12T00:00:00.000Z,Listing removed,2018-11-14T00:00:00.000Z,Listed for rent,2012-08-23T00:00:00.000Z,Sold,2004-02-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"53 Bent Tree Dr, Cabot, AR 72023",53 Bent Tree Dr,Cabot,AR,72023,,forRent,3,1645,,1495,57,https://www.zillow.com/homedetails/53-Bent-Tree-Dr-Cabot-AR-72023/256157_zpid/,,10000,2026-09-01T00:00:00.000Z,Price change,2026-07-22T00:00:00.000Z,Listed for rent,2002-07-18T00:00:00.000Z,Sold,1993-11-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"54 Magnolia Dr, Cabot, AR 72023",54 Magnolia Dr,Cabot,AR,72023,,forRent,3,1394,,1350,62,https://www.zillow.com/homedetails/54-Magnolia-Dr-Cabot-AR-72023/60314948_zpid/,,117000,2026-09-15T00:00:00.000Z,Price change,2026-07-17T00:00:00.000Z,Listed for rent,2025-09-24T00:00:00.000Z,Listing removed,2025-09-04T00:00:00.000Z,Listed for rent,2024-08-02T00:00:00.000Z,Listing removed,2024-07-20T00:00:00.000Z,Price change,2024-06-25T00:00:00.000Z,Listed for rent,2023-06-25T00:00:00.000Z,Listing removed,2023-06-02T00:00:00.000Z,Listed for rent,2021-12-27T00:00:00.000Z,Listing removed,2021-12-19T00:00:00.000Z,Listed for rent,2013-05-01T00:00:00.000Z,Listing removed,2013-04-21T00:00:00.000Z,Listed for rent,2013-04-19T00:00:00.000Z,Sold,2012-12-01T00:00:00.000Z,Price change,2012-10-15T00:00:00.000Z,Listed for sale,2011-04-01T00:00:00.000Z,Sold,2011-01-17T00:00:00.000Z,Price change,2011-01-15T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,
"140 Dolphin Rd, Humnoke, AR 72072",140 Dolphin Rd,Humnoke,AR,72072,,forRent,3,1577,,900,1,https://www.zillow.com/homedetails/140-Dolphin-Rd-Humnoke-AR-72072/2077399951_zpid/,,,2026-09-17T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-03-04T00:00:00.000Z,Listed for rent,2025-09-10T00:00:00.000Z,Listing removed,2025-08-12T00:00:00.000Z,Listed for rent,2023-08-28T00:00:00.000Z,Listing removed,2023-08-14T00:00:00.000Z,Listed for rent,2023-08-04T00:00:00.000Z,Listing removed,2023-06-20T00:00:00.000Z,Listed for rent,2022-07-10T00:00:00.000Z,Listing removed,2022-07-01T00:00:00.000Z,Price change,2022-06-25T00:00:00.000Z,Listed for rent,2020-10-29T00:00:00.000Z,Listing removed,2020-10-22T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"454 Maple Tree Cv, Lonoke, AR 72086",454 Maple Tree Cv,Lonoke,AR,72086,,forRent,3,1344,,1400,3,https://www.zillow.com/homedetails/454-Maple-Tree-Cv-Lonoke-AR-72086/67448696_zpid/,,,2026-09-14T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17 Farrah St, Ward, AR 72176",17 Farrah St,Ward,AR,72176,,forRent,3,1563,,1250,100,https://www.zillow.com/homedetails/17-Farrah-St-Ward-AR-72176/52495486_zpid/,,,2026-06-09T00:00:00.000Z,Listed for rent,2025-05-24T00:00:00.000Z,Listing removed,2025-05-06T00:00:00.000Z,Price change,2025-04-20T00:00:00.000Z,Listed for rent,2017-02-23T00:00:00.000Z,Listing removed,2017-02-17T00:00:00.000Z,Listed for rent,2014-02-28T00:00:00.000Z,Listing removed,2014-02-05T00:00:00.000Z,Price change,2014-01-29T00:00:00.000Z,Price change,2013-12-14T00:00:00.000Z,Price change,2013-11-30T00:00:00.000Z,Listed for sale,2013-10-25T00:00:00.000Z,Listing removed,2013-09-19T00:00:00.000Z,Price change,2013-09-18T00:00:00.000Z,Price change,2013-06-29T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,
"1609 Moon Rd, Ward, AR 72176",1609 Moon Rd,Ward,AR,72176,,forRent,3,1026,,1095,17,https://www.zillow.com/homedetails/1609-Moon-Rd-Ward-AR-72176/99444948_zpid/,,125000,2026-08-31T00:00:00.000Z,Listed for rent,2024-05-16T00:00:00.000Z,Listing removed,2024-05-09T00:00:00.000Z,Listed for rent,2021-10-19T00:00:00.000Z,Sold,2021-09-23T00:00:00.000Z,Pending sale,2021-09-23T00:00:00.000Z,Contingent,2021-09-20T00:00:00.000Z,Listed for sale,2017-10-19T00:00:00.000Z,Sold,2017-07-13T00:00:00.000Z,Listed for sale,2011-10-22T00:00:00.000Z,Listing removed,2011-05-29T00:00:00.000Z,Price change,2011-05-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72 Branchwood Ln, Austin, AR 72007",72 Branchwood Ln,Austin,AR,72007,,forRent,3,1216,,1200,21,https://www.zillow.com/homedetails/72-Branchwood-Ln-Austin-AR-72007/252707_zpid/,,1710000,2026-08-27T00:00:00.000Z,Price change,2022-12-04T00:00:00.000Z,Listed for rent,2021-02-23T00:00:00.000Z,Listing removed,2020-08-27T00:00:00.000Z,Listing removed,2020-08-03T00:00:00.000Z,Listed for rent,2019-06-08T00:00:00.000Z,Listing removed,2019-06-05T00:00:00.000Z,Listed for rent,2018-11-12T00:00:00.000Z,Listing removed,2018-11-09T00:00:00.000Z,Listed for rent,2015-01-30T00:00:00.000Z,Sold,2009-07-17T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"203 Lynn Ln, Lonoke, AR 72086",203 Lynn Ln,Lonoke,AR,72086,,forRent,3,1200,,1195,94,https://www.zillow.com/homedetails/203-Lynn-Ln-Lonoke-AR-72086/260453_zpid/,,105000,2026-09-02T00:00:00.000Z,Price change,2026-06-30T00:00:00.000Z,Price change,2026-06-15T00:00:00.000Z,Listed for rent,2026-06-01T00:00:00.000Z,Listing removed,2026-05-14T00:00:00.000Z,Listed for rent,2022-05-19T00:00:00.000Z,Sold,2022-05-13T00:00:00.000Z,Contingent,2022-05-05T00:00:00.000Z,Listed for sale,2014-05-30T00:00:00.000Z,Sold,2014-02-20T00:00:00.000Z,Sold,2014-01-11T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120 Suda St, Cabot, AR 72023",120 Suda St,Cabot,AR,72023,,forRent,3,1008,,995,152,https://www.zillow.com/homedetails/120-Suda-St-Cabot-AR-72023/213595966_zpid/,,120000,2026-09-04T00:00:00.000Z,Price change,2026-06-17T00:00:00.000Z,Price change,2026-05-05T00:00:00.000Z,Price change,2026-04-18T00:00:00.000Z,Listed for rent,2024-08-02T00:00:00.000Z,Sold,2024-07-23T00:00:00.000Z,Listing removed,2024-07-04T00:00:00.000Z,Listed for rent,2024-06-25T00:00:00.000Z,Listed for sale,2024-05-20T00:00:00.000Z,Contingent,2024-05-03T00:00:00.000Z,Listed for sale,2023-10-26T00:00:00.000Z,Listing removed,2023-10-21T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2018-04-27T00:00:00.000Z,Listing removed,2018-04-17T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,
"42 Winners Cir, Cabot, AR 72023",42 Winners Cir,Cabot,AR,72023,,forRent,3,1521,,1850,7,https://www.zillow.com/homedetails/42-Winners-Cir-Cabot-AR-72023/72176611_zpid/,,196500,2026-08-07T00:00:00.000Z,Listed for rent,2025-10-07T00:00:00.000Z,Listing removed,2025-09-15T00:00:00.000Z,Listed for rent,2025-07-09T00:00:00.000Z,Sold,2025-04-28T00:00:00.000Z,Price change,2025-04-14T00:00:00.000Z,Price change,2025-04-03T00:00:00.000Z,Price change,2025-03-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87 Sycamore Cir, Cabot, AR 72023",87 Sycamore Cir,Cabot,AR,72023,,forRent,3,1252,,1350,34,https://www.zillow.com/homedetails/87-Sycamore-Cir-Cabot-AR-72023/256430_zpid/,,151500,2026-09-14T00:00:00.000Z,Price change,2026-08-29T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2026-07-17T00:00:00.000Z,Sold,2026-06-05T00:00:00.000Z,Listed for sale,2026-05-27T00:00:00.000Z,Listing removed,2026-05-15T00:00:00.000Z,Listed for rent,2020-06-03T00:00:00.000Z,Sold,2020-02-28T00:00:00.000Z,Sold,2013-03-25T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"32 Thunderbird Dr, Cabot, AR 72023",32 Thunderbird Dr,Cabot,AR,72023,,forRent,3,1444,,1475,14,https://www.zillow.com/homedetails/32-Thunderbird-Dr-Cabot-AR-72023/67447424_zpid/,,,2026-09-03T00:00:00.000Z,Listed for rent,2021-03-24T00:00:00.000Z,Listing removed,2017-03-08T00:00:00.000Z,Listing removed,2017-02-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"11 W Plaza Blvd, Cabot, AR 72023",11 W Plaza Blvd,Cabot,AR,72023,,forRent,3,1487,,1525,24,https://www.zillow.com/homedetails/11-W-Plaza-Blvd-Cabot-AR-72023/256262_zpid/,,229049,2026-08-24T00:00:00.000Z,Listed for rent,2024-09-13T00:00:00.000Z,Listing removed,2024-07-02T00:00:00.000Z,Listed for rent,2013-02-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12 Applewood Dr, Cabot, AR 72023",12 Applewood Dr,Cabot,AR,72023,,forRent,3,1348,,1600,2,https://www.zillow.com/homedetails/12-Applewood-Dr-Cabot-AR-72023/35732364_zpid/,,192000,2026-09-15T00:00:00.000Z,Listed for rent,2026-08-31T00:00:00.000Z,Sold,2026-08-31T00:00:00.000Z,Contingent,2026-07-24T00:00:00.000Z,Listed for sale,2022-08-05T00:00:00.000Z,Sold,2019-04-30T00:00:00.000Z,Sold,2019-04-23T00:00:00.000Z,Pending sale,2019-02-27T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44 Kirkland Dr, Cabot, AR 72023",44 Kirkland Dr,Cabot,AR,72023,,forRent,3,2077,,1900,167,https://www.zillow.com/homedetails/44-Kirkland-Dr-Cabot-AR-72023/52495420_zpid/,,,2026-04-03T00:00:00.000Z,Listed for rent,2026-04-03T00:00:00.000Z,Listing removed,2026-02-11T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-08-19T00:00:00.000Z,Listing removed,2025-08-17T00:00:00.000Z,Listed for rent,2025-01-03T00:00:00.000Z,Price change,2024-11-04T00:00:00.000Z,Price change,2024-10-10T00:00:00.000Z,Price change,2024-09-24T00:00:00.000Z,Listed for sale,2015-02-21T00:00:00.000Z,Listing removed,2015-01-28T00:00:00.000Z,Price change,2014-11-18T00:00:00.000Z,Price change,2014-08-30T00:00:00.000Z,Listed for rent,2013-05-18T00:00:00.000Z,Listing removed,2013-04-17T00:00:00.000Z,Listed for rent,2012-10-25T00:00:00.000Z,Listing removed,2012-09-25T00:00:00.000Z,Listed for rent,2012-07-12T00:00:00.000Z,Listing removed,2012-06-12T00:00:00.000Z,Price change,2012-05-25T00:00:00.000Z,Listed for rent,2011-08-23T00:00:00.000Z,Listing removed,2010-10-08T00:00:00.000Z,Listed for sale,,,,,,,,,,
