listingAddress/full,listingAddress/street,listingAddress/city,listingAddress/state,homeStatus,listingStatus,bedrooms,livingArea,price,listingPrice/amount,daysOnZillow,propertyUrl,hdpUrl,lastSoldPrice,listingPriceHistory/0/date,listingPriceHistory/0/event,listingPriceHistory/1/date,listingPriceHistory/1/event,listingPriceHistory/2/date,listingPriceHistory/2/event,listingPriceHistory/3/date,listingPriceHistory/3/event,listingPriceHistory/4/date,listingPriceHistory/4/event,listingPriceHistory/5/date,listingPriceHistory/5/event,listingPriceHistory/6/date,listingPriceHistory/6/event,listingPriceHistory/7/date,listingPriceHistory/7/event,listingPriceHistory/8/date,listingPriceHistory/8/event,listingPriceHistory/9/date,listingPriceHistory/9/event,listingPriceHistory/10/date,listingPriceHistory/10/event,listingPriceHistory/11/date,listingPriceHistory/11/event,listingPriceHistory/12/date,listingPriceHistory/12/event,listingPriceHistory/13/date,listingPriceHistory/13/event,listingPriceHistory/14/date,listingPriceHistory/14/event,listingPriceHistory/15/date,listingPriceHistory/15/event,listingPriceHistory/16/date,listingPriceHistory/16/event,listingPriceHistory/17/date,listingPriceHistory/17/event,listingPriceHistory/18/date,listingPriceHistory/18/event,listingPriceHistory/19/date,listingPriceHistory/19/event,listingPriceHistory/20/date,listingPriceHistory/20/event,listingPriceHistory/21/date,listingPriceHistory/21/event,listingPriceHistory/22/date,listingPriceHistory/22/event,listingPriceHistory/23/date,listingPriceHistory/23/event,listingPriceHistory/24/date,listingPriceHistory/24/event,listingPriceHistory/25/date,listingPriceHistory/25/event,listingPriceHistory/26/date,listingPriceHistory/26/event,listingPriceHistory/27/date,listingPriceHistory/27/event,listingPriceHistory/28/date,listingPriceHistory/28/event,listingPriceHistory/29/date,listingPriceHistory/29/event
"120 Flintlock Way, New Market, AL 35761",120 Flintlock Way,New Market,AL,,forRent,5,2124,,1765,31,https://www.zillow.com/homedetails/120-Flintlock-Way-New-Market-AL-35761/2056115451_zpid/,,299900,2026-09-11T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Listed for rent,2023-12-08T00:00:00.000Z,Sold,2023-09-05T00:00:00.000Z,Listing removed,2023-08-18T00:00:00.000Z,Price change,2023-08-05T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"105 Bayside Ln, Toney, AL 35773",105 Bayside Ln,Toney,AL,,forRent,3,2315,,1595,3,https://www.zillow.com/homedetails/105-Bayside-Ln-Toney-AL-35773/92116575_zpid/,,205000,2026-09-24T00:00:00.000Z,Price change,2026-08-26T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Price change,2026-08-07T00:00:00.000Z,Price change,2026-07-31T00:00:00.000Z,Listed for rent,2026-07-30T00:00:00.000Z,Listing removed,2026-07-14T00:00:00.000Z,Price change,2026-07-09T00:00:00.000Z,Price change,2026-07-07T00:00:00.000Z,Price change,2026-07-03T00:00:00.000Z,Price change,2026-06-26T00:00:00.000Z,Price change,2026-06-22T00:00:00.000Z,Price change,2026-06-12T00:00:00.000Z,Price change,2026-05-20T00:00:00.000Z,Listed for rent,2022-04-26T00:00:00.000Z,Sold,2022-04-05T00:00:00.000Z,Pending sale,2022-04-02T00:00:00.000Z,Listed for sale,2008-07-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,
"615 Austin Dr NW, Huntsville, AL 35805",615 Austin Dr NW,Huntsville,AL,,forRent,3,1059,,1495,71,https://www.zillow.com/homedetails/615-Austin-Dr-NW-Huntsville-AL-35805/92157782_zpid/,,30000,2026-09-10T00:00:00.000Z,Price change,2026-07-16T00:00:00.000Z,Listed for rent,2024-05-10T00:00:00.000Z,Listing removed,2024-03-27T00:00:00.000Z,Listed for rent,2023-03-01T00:00:00.000Z,Listing removed,2022-12-29T00:00:00.000Z,Listed for rent,2010-11-30T00:00:00.000Z,Sold,2005-02-18T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12025 Chicamauga Trl SE, Huntsville, AL 35803",12025 Chicamauga Trl SE,Huntsville,AL,,forRent,4,2272,,1825,45,https://www.zillow.com/homedetails/12025-Chicamauga-Trl-SE-Huntsville-AL-35803/92172711_zpid/,,257000,2026-09-24T00:00:00.000Z,Price change,2026-09-09T00:00:00.000Z,Price change,2026-09-06T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Price change,2026-08-10T00:00:00.000Z,Listed for rent,2021-11-25T00:00:00.000Z,Listing removed,2021-10-22T00:00:00.000Z,Price change,2021-09-14T00:00:00.000Z,Listed for rent,2021-09-10T00:00:00.000Z,Sold,2015-02-27T00:00:00.000Z,Sold,2015-01-05T00:00:00.000Z,Price change,2014-12-02T00:00:00.000Z,Price change,2014-10-10T00:00:00.000Z,Listed for sale,2014-09-19T00:00:00.000Z,Sold,2014-03-11T00:00:00.000Z,Listing removed,2014-01-29T00:00:00.000Z,Price change,2013-12-08T00:00:00.000Z,Price change,2013-12-05T00:00:00.000Z,Listed for sale,2013-03-29T00:00:00.000Z,Sold,2012-09-14T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"154 Fernhill Dr NW, Madison, AL 35757",154 Fernhill Dr NW,Madison,AL,,forRent,4,1950,,2000,38,https://www.zillow.com/homedetails/154-Fernhill-Dr-NW-Madison-AL-35757/2074793135_zpid/,,,2026-08-03T00:00:00.000Z,Listed for rent,2026-04-16T00:00:00.000Z,Listing removed,2025-10-06T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"120 Jonboy Ave, New Hope, AL 35760",120 Jonboy Ave,New Hope,AL,,forRent,,,,,,"https://www.zillow.com/b/120-jonboy-ave-new-hope-al/34.54386,-86.42157_ll/",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3512 Triana Blvd SW, Huntsville, AL 35805",3512 Triana Blvd SW,Huntsville,AL,,forRent,2,1236,,1200,45,https://www.zillow.com/homedetails/3512-Triana-Blvd-SW-Huntsville-AL-35805/92161534_zpid/,,35000,2026-08-10T00:00:00.000Z,Listed for rent,2023-01-23T00:00:00.000Z,Listing removed,2022-12-21T00:00:00.000Z,Listed for rent,2020-11-26T00:00:00.000Z,Listing removed,2020-11-23T00:00:00.000Z,Listed for rent,2018-12-21T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 Walnut Cove Blvd SW, Huntsville, AL 35824",110 Walnut Cove Blvd SW,Huntsville,AL,,forRent,3,2392,,2400,71,https://www.zillow.com/homedetails/110-Walnut-Cove-Blvd-SW-Huntsville-AL-35824/109274317_zpid/,,332000,2026-07-15T00:00:00.000Z,Listed for rent,2025-08-09T00:00:00.000Z,Listing removed,2025-07-26T00:00:00.000Z,Price change,2025-07-24T00:00:00.000Z,Listed for rent,2021-04-15T00:00:00.000Z,Sold,2018-04-16T00:00:00.000Z,Sold,2018-03-08T00:00:00.000Z,Pending sale,2018-03-06T00:00:00.000Z,Listed for sale,2016-06-15T00:00:00.000Z,Sold,2016-04-11T00:00:00.000Z,Price change,2015-10-19T00:00:00.000Z,Price change,2015-09-09T00:00:00.000Z,Price change,2015-08-24T00:00:00.000Z,Listed for sale,2014-05-30T00:00:00.000Z,Sold,2012-03-05T00:00:00.000Z,Sold,2011-12-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"235 John Harold Dr, Meridianville, AL 35759",235 John Harold Dr,Meridianville,AL,,forRent,4,2040,,1599,24,https://www.zillow.com/homedetails/235-John-Harold-Dr-Meridianville-AL-35759/2055047120_zpid/,,349900,2026-09-18T00:00:00.000Z,Price change,2026-09-15T00:00:00.000Z,Price change,2026-09-12T00:00:00.000Z,Price change,2026-08-31T00:00:00.000Z,Listed for rent,2024-09-17T00:00:00.000Z,Listing removed,2024-09-05T00:00:00.000Z,Price change,2024-08-15T00:00:00.000Z,Price change,2024-07-26T00:00:00.000Z,Listed for rent,2024-07-25T00:00:00.000Z,Listing removed,2024-07-23T00:00:00.000Z,Listed for rent,2023-11-28T00:00:00.000Z,Sold,2023-10-10T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"210 Properzi Way SW, Huntsville, AL 35824",210 Properzi Way SW,Huntsville,AL,,forRent,4,2412,,2300,57,https://www.zillow.com/homedetails/210-Properzi-Way-SW-Huntsville-AL-35824/245598007_zpid/,,338000,2026-07-29T00:00:00.000Z,Listed for rent,2024-01-29T00:00:00.000Z,Listing removed,2023-11-13T00:00:00.000Z,Price change,2023-11-09T00:00:00.000Z,Price change,2023-09-28T00:00:00.000Z,Listed for rent,2021-09-24T00:00:00.000Z,Sold,2021-08-16T00:00:00.000Z,Pending sale,2021-08-03T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"117 Daymark Dr, Madison, AL 35756",117 Daymark Dr,Madison,AL,,forRent,4,2535,,1898,14,https://www.zillow.com/homedetails/117-Daymark-Dr-Madison-AL-35756/250164944_zpid/,,310000,2026-09-10T00:00:00.000Z,Listed for rent,2021-10-27T00:00:00.000Z,Listing removed,2021-10-06T00:00:00.000Z,Price change,2021-09-29T00:00:00.000Z,Price change,2021-08-25T00:00:00.000Z,Price change,2021-08-11T00:00:00.000Z,Price change,2021-06-02T00:00:00.000Z,Listed for rent,2021-06-01T00:00:00.000Z,Sold,2021-04-21T00:00:00.000Z,Pending sale,2021-04-19T00:00:00.000Z,Listed for sale,2018-10-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"100 Grace Ridge Way, New Hope, AL 35760",100 Grace Ridge Way,New Hope,AL,,forRent,3,2211,,2195,13,https://www.zillow.com/homedetails/100-Grace-Ridge-Way-New-Hope-AL-35760/418850751_zpid/,,395000,2026-09-11T00:00:00.000Z,Listed for rent,2026-06-17T00:00:00.000Z,Listing removed,2026-05-30T00:00:00.000Z,Listed for rent,2025-07-02T00:00:00.000Z,Listing removed,2025-05-19T00:00:00.000Z,Sold,2025-05-17T00:00:00.000Z,Listed for rent,2025-05-02T00:00:00.000Z,Pending sale,2024-08-07T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"234 Tanner Point Dr, New Market, AL 35761",234 Tanner Point Dr,New Market,AL,,forRent,3,1131,,1430,29,https://www.zillow.com/homedetails/234-Tanner-Point-Dr-New-Market-AL-35761/92170826_zpid/,,148001,2026-09-14T00:00:00.000Z,Price change,2026-08-26T00:00:00.000Z,Listed for rent,2025-01-20T00:00:00.000Z,Listing removed,2025-01-17T00:00:00.000Z,Price change,2025-01-09T00:00:00.000Z,Price change,2024-12-20T00:00:00.000Z,Price change,2024-11-07T00:00:00.000Z,Listed for rent,2022-01-31T00:00:00.000Z,Listing removed,2022-01-13T00:00:00.000Z,Listed for rent,2020-12-16T00:00:00.000Z,Listing removed,2020-12-02T00:00:00.000Z,Listed for rent,2020-11-02T00:00:00.000Z,Sold,2020-10-11T00:00:00.000Z,Listed for sale,2013-07-31T00:00:00.000Z,Sold,2013-05-04T00:00:00.000Z,Price change,2013-03-12T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3017 Deerfield Rd NW, Huntsville, AL 35810",3017 Deerfield Rd NW,Huntsville,AL,,forRent,5,1578,,2150,23,https://www.zillow.com/homedetails/3017-Deerfield-Rd-NW-Huntsville-AL-35810/92090497_zpid/,,178000,2026-09-01T00:00:00.000Z,Listed for rent,2023-07-02T00:00:00.000Z,Listing removed,2023-06-08T00:00:00.000Z,Price change,2023-05-20T00:00:00.000Z,Listed for rent,2021-07-08T00:00:00.000Z,Sold,2021-05-27T00:00:00.000Z,Listing removed,2021-04-27T00:00:00.000Z,Listed for rent,2021-03-29T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2612 Jordan Ln NW, Huntsville, AL 35816",2612 Jordan Ln NW,Huntsville,AL,,forRent,2,1000,,2250,3,https://www.zillow.com/homedetails/2612-Jordan-Ln-NW-Huntsville-AL-35816/464212016_zpid/,,,2026-07-29T00:00:00.000Z,Listed for rent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3304 Pulaski Pike NW, Huntsville, AL 35810",3304 Pulaski Pike NW,Huntsville,AL,,forRent,4,1731,,1395,14,https://www.zillow.com/homedetails/3304-Pulaski-Pike-NW-Huntsville-AL-35810/92132971_zpid/,,50000,2026-09-10T00:00:00.000Z,Listed for rent,2026-02-27T00:00:00.000Z,Listing removed,2026-02-10T00:00:00.000Z,Listed for rent,2025-12-22T00:00:00.000Z,Listing removed,2025-10-21T00:00:00.000Z,Price change,2025-09-15T00:00:00.000Z,Price change,2025-07-22T00:00:00.000Z,Listed for rent,2025-02-10T00:00:00.000Z,Sold,2007-04-06T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"118 Canterbury Dr, Madison, AL 35758",118 Canterbury Dr,Madison,AL,,forRent,3,2031,,2200,42,https://www.zillow.com/homedetails/118-Canterbury-Dr-Madison-AL-35758/92129498_zpid/,,334200,2026-09-09T00:00:00.000Z,Price change,2026-08-14T00:00:00.000Z,Listed for rent,2026-03-08T00:00:00.000Z,Listing removed,2025-12-22T00:00:00.000Z,Price change,2025-11-30T00:00:00.000Z,Listed for rent,2025-11-12T00:00:00.000Z,Listing removed,2025-05-24T00:00:00.000Z,Listed for rent,2025-05-23T00:00:00.000Z,Listing removed,2025-03-09T00:00:00.000Z,Listed for rent,2025-03-09T00:00:00.000Z,Listing removed,2025-02-16T00:00:00.000Z,Listed for rent,2025-02-16T00:00:00.000Z,Listing removed,2025-02-14T00:00:00.000Z,Price change,2024-11-27T00:00:00.000Z,Price change,2024-10-21T00:00:00.000Z,Price change,2024-10-16T00:00:00.000Z,Listed for rent,2024-10-01T00:00:00.000Z,Listing removed,2024-08-30T00:00:00.000Z,Listed for rent,2022-10-27T00:00:00.000Z,Listing removed,2022-10-06T00:00:00.000Z,Listed for rent,2022-03-18T00:00:00.000Z,Sold,2022-02-03T00:00:00.000Z,Pending sale,2022-01-31T00:00:00.000Z,Listed for sale,2020-01-09T00:00:00.000Z,Listing removed,2019-12-03T00:00:00.000Z,Listed for rent,2019-06-28T00:00:00.000Z,Listing removed,,,,,,,,
"156 Arctic Fox Trl, Meridianville, AL 35759",156 Arctic Fox Trl,Meridianville,AL,,forRent,4,2377,,2300,15,https://www.zillow.com/homedetails/156-Arctic-Fox-Trl-Meridianville-AL-35759/2065968607_zpid/,,344935,2026-09-10T00:00:00.000Z,Listed for rent,2022-08-15T00:00:00.000Z,Sold,2022-03-02T00:00:00.000Z,Pending sale,2022-02-22T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"110 Norfolk Cir, Madison, AL 35757",110 Norfolk Cir,Madison,AL,,forRent,3,1780,,1700,31,https://www.zillow.com/homedetails/110-Norfolk-Cir-Madison-AL-35757/92167069_zpid/,,165000,2026-08-25T00:00:00.000Z,Listed for rent,2025-04-06T00:00:00.000Z,Listing removed,2025-04-03T00:00:00.000Z,Price change,2025-02-19T00:00:00.000Z,Listed for rent,2022-02-07T00:00:00.000Z,Listing removed,2022-01-28T00:00:00.000Z,Listed for rent,2022-01-20T00:00:00.000Z,Listing removed,2022-01-13T00:00:00.000Z,Price change,2021-12-14T00:00:00.000Z,Price change,2021-11-19T00:00:00.000Z,Listed for rent,2019-11-22T00:00:00.000Z,Listing removed,2019-11-20T00:00:00.000Z,Price change,2019-10-31T00:00:00.000Z,Listed for rent,2019-10-07T00:00:00.000Z,Sold,2019-08-27T00:00:00.000Z,Price change,2019-06-06T00:00:00.000Z,Listed for sale,2014-04-08T00:00:00.000Z,Listing removed,2014-02-11T00:00:00.000Z,Listed for rent,2013-11-21T00:00:00.000Z,Sold,2013-05-31T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,
"121 Dexter Cir, Madison, AL 35757",121 Dexter Cir,Madison,AL,,forRent,4,1600,,1575,13,https://www.zillow.com/homedetails/121-Dexter-Cir-Madison-AL-35757/92167865_zpid/,,80000,2026-09-03T00:00:00.000Z,Listed for rent,2017-04-05T00:00:00.000Z,Listing removed,2017-03-03T00:00:00.000Z,Listed for rent,2016-10-31T00:00:00.000Z,Sold,2016-09-03T00:00:00.000Z,Listed for sale,2015-12-31T00:00:00.000Z,Listing removed,2015-11-12T00:00:00.000Z,Price change,2015-09-18T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3901 Kenwood Dr NW, Huntsville, AL 35810",3901 Kenwood Dr NW,Huntsville,AL,,forRent,3,1200,,1345,28,https://www.zillow.com/homedetails/3901-Kenwood-Dr-NW-Huntsville-AL-35810/92080696_zpid/,,152000,2026-09-11T00:00:00.000Z,Price change,2026-08-27T00:00:00.000Z,Listed for rent,2022-08-01T00:00:00.000Z,Listing removed,2022-07-19T00:00:00.000Z,Listed for rent,2022-04-06T00:00:00.000Z,Sold,2022-03-17T00:00:00.000Z,Pending sale,2022-03-13T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4402 Kiger St SW, Huntsville, AL 35805",4402 Kiger St SW,Huntsville,AL,,forRent,3,1040,,1355,44,https://www.zillow.com/homedetails/4402-Kiger-St-SW-Huntsville-AL-35805/92084197_zpid/,,151000,2026-09-24T00:00:00.000Z,Price change,2026-08-20T00:00:00.000Z,Price change,2026-08-12T00:00:00.000Z,Listed for rent,2026-07-27T00:00:00.000Z,Sold,2026-07-13T00:00:00.000Z,Contingent,2026-07-10T00:00:00.000Z,Price change,2026-05-16T00:00:00.000Z,Listed for sale,2026-04-21T00:00:00.000Z,Listing removed,2026-02-04T00:00:00.000Z,Listed for rent,2024-01-05T00:00:00.000Z,Listing removed,2023-12-13T00:00:00.000Z,Listed for rent,2019-06-19T00:00:00.000Z,Listing removed,2019-06-12T00:00:00.000Z,Listed for rent,2019-04-18T00:00:00.000Z,Sold,2013-09-19T00:00:00.000Z,Listing removed,2013-09-17T00:00:00.000Z,Price change,2013-07-10T00:00:00.000Z,Listed for rent,2012-09-08T00:00:00.000Z,Listing removed,2012-08-15T00:00:00.000Z,Listed for rent,2011-12-04T00:00:00.000Z,Listing removed,2011-09-22T00:00:00.000Z,Listed for rent,2006-12-04T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,
"105 Bermuda Lakes Dr, Meridianville, AL 35759",105 Bermuda Lakes Dr,Meridianville,AL,,forRent,3,2700,,1600,22,https://www.zillow.com/homedetails/105-Bermuda-Lakes-Dr-Meridianville-AL-35759/109293200_zpid/,,223500,2026-09-25T00:00:00.000Z,Price change,2026-09-18T00:00:00.000Z,Price change,2026-09-11T00:00:00.000Z,Price change,2026-08-28T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Price change,2026-07-12T00:00:00.000Z,Listed for rent,2024-10-16T00:00:00.000Z,Listing removed,2024-08-08T00:00:00.000Z,Listed for rent,2024-08-07T00:00:00.000Z,Listing removed,2024-07-19T00:00:00.000Z,Price change,2024-07-13T00:00:00.000Z,Price change,2024-06-28T00:00:00.000Z,Price change,2024-06-22T00:00:00.000Z,Price change,2024-06-14T00:00:00.000Z,Price change,2024-05-31T00:00:00.000Z,Price change,2024-05-17T00:00:00.000Z,Price change,2024-01-25T00:00:00.000Z,Listed for rent,2023-11-08T00:00:00.000Z,Sold,2014-05-12T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,
"4003 Timbercrest Dr NW, Huntsville, AL 35810",4003 Timbercrest Dr NW,Huntsville,AL,,forRent,3,1250,,1345,31,https://www.zillow.com/homedetails/4003-Timbercrest-Dr-NW-Huntsville-AL-35810/92173867_zpid/,,52500,2026-08-24T00:00:00.000Z,Listed for rent,2025-07-03T00:00:00.000Z,Listing removed,2025-06-26T00:00:00.000Z,Listed for rent,2025-06-23T00:00:00.000Z,Listing removed,2025-04-18T00:00:00.000Z,Listed for rent,2018-09-20T00:00:00.000Z,Sold,2015-05-20T00:00:00.000Z,Sold,2015-04-06T00:00:00.000Z,Price change,2015-04-02T00:00:00.000Z,Listed for sale,2006-06-26T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"503 Bob Wallace Ave SW, Huntsville, AL 35801",503 Bob Wallace Ave SW,Huntsville,AL,,forRent,3,1595,,1895,13,https://www.zillow.com/homedetails/503-Bob-Wallace-Ave-SW-Huntsville-AL-35801/92185498_zpid/,,255000,2026-09-22T00:00:00.000Z,Price change,2026-09-11T00:00:00.000Z,Listed for rent,2024-02-02T00:00:00.000Z,Sold,2023-05-17T00:00:00.000Z,Sold,2022-08-01T00:00:00.000Z,Listing removed,2022-06-28T00:00:00.000Z,Listed for sale,2022-03-10T00:00:00.000Z,Sold,2018-12-18T00:00:00.000Z,Sold,2006-03-22T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"145 Chanel Dr, Huntsville, AL 35811",145 Chanel Dr,Huntsville,AL,,forRent,3,2045,,1750,33,https://www.zillow.com/homedetails/145-Chanel-Dr-Huntsville-AL-35811/92181327_zpid/,,266900,2026-08-22T00:00:00.000Z,Listed for rent,2025-08-14T00:00:00.000Z,Listing removed,2025-07-12T00:00:00.000Z,Listed for rent,2022-11-01T00:00:00.000Z,Listing removed,2022-08-03T00:00:00.000Z,Listed for rent,2022-06-06T00:00:00.000Z,Sold,2022-05-06T00:00:00.000Z,Pending sale,2022-05-03T00:00:00.000Z,Price change,2022-04-29T00:00:00.000Z,Listed for sale,2022-03-20T00:00:00.000Z,Pending sale,2022-03-18T00:00:00.000Z,Listed for sale,2019-10-29T00:00:00.000Z,Sold,2019-09-23T00:00:00.000Z,Price change,2019-08-13T00:00:00.000Z,Listed for sale,2015-11-04T00:00:00.000Z,Listing removed,2015-09-15T00:00:00.000Z,Price change,2015-08-28T00:00:00.000Z,Price change,2015-08-23T00:00:00.000Z,Price change,2015-08-05T00:00:00.000Z,Listed for sale,2014-06-06T00:00:00.000Z,Listing removed,2014-05-06T00:00:00.000Z,Listed for rent,2012-11-03T00:00:00.000Z,Listing removed,2012-09-15T00:00:00.000Z,Price change,2012-09-04T00:00:00.000Z,Listed for rent,2009-05-28T00:00:00.000Z,Sold,,,,,,,,,,
"101 Hickory Trail Dr, Harvest, AL 35749",101 Hickory Trail Dr,Harvest,AL,,forRent,3,1600,,1800,25,https://www.zillow.com/homedetails/101-Hickory-Trail-Dr-Harvest-AL-35749/92180493_zpid/,,157900,2026-09-10T00:00:00.000Z,Price change,2026-08-30T00:00:00.000Z,Listed for rent,2023-07-12T00:00:00.000Z,Listing removed,2023-07-01T00:00:00.000Z,Listed for rent,2019-11-24T00:00:00.000Z,Listing removed,2019-11-09T00:00:00.000Z,Listed for rent,2019-07-26T00:00:00.000Z,Sold,2005-09-15T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"164 Tybee Dr, Madison, AL 35756",164 Tybee Dr,Madison,AL,,forRent,3,1434,,1650,23,https://www.zillow.com/homedetails/164-Tybee-Dr-Madison-AL-35756/331259301_zpid/,,269561,2026-09-02T00:00:00.000Z,Listed for rent,2023-04-28T00:00:00.000Z,Listing removed,2023-04-16T00:00:00.000Z,Listed for rent,2022-05-09T00:00:00.000Z,Listing removed,2022-05-06T00:00:00.000Z,Listed for rent,2022-03-22T00:00:00.000Z,Sold,2021-05-28T00:00:00.000Z,Pending sale,2021-05-20T00:00:00.000Z,Price change,2021-05-17T00:00:00.000Z,Pending sale,2021-05-14T00:00:00.000Z,Price change,2020-11-04T00:00:00.000Z,Pending sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"176 Water Oak Dr, Madison, AL 35758",176 Water Oak Dr,Madison,AL,,forRent,3,2434,,1895,36,https://www.zillow.com/homedetails/176-Water-Oak-Dr-Madison-AL-35758/92154623_zpid/,,280000,2026-08-19T00:00:00.000Z,Listed for rent,2023-09-14T00:00:00.000Z,Listing removed,2023-08-21T00:00:00.000Z,Listed for rent,2022-08-31T00:00:00.000Z,Listing removed,2022-08-17T00:00:00.000Z,Listed for rent,2020-12-10T00:00:00.000Z,Listing removed,2020-10-08T00:00:00.000Z,Sold,2020-10-02T00:00:00.000Z,Listed for rent,2020-08-05T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14002 Siniard Cir SE, Huntsville, AL 35803",14002 Siniard Cir SE,Huntsville,AL,,forRent,3,1857,,1795,18,https://www.zillow.com/homedetails/14002-Siniard-Cir-SE-Huntsville-AL-35803/92088665_zpid/,,290000,2026-09-06T00:00:00.000Z,Listed for rent,2026-08-18T00:00:00.000Z,Sold,2026-07-17T00:00:00.000Z,Contingent,2026-07-14T00:00:00.000Z,Listed for sale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148 Family Hill Ln, Huntsville, AL 35811",148 Family Hill Ln,Huntsville,AL,,forRent,3,1305,,1700,16,https://www.zillow.com/homedetails/148-Family-Hill-Ln-Huntsville-AL-35811/92164672_zpid/,,178500,2026-09-09T00:00:00.000Z,Listed for rent,2025-05-19T00:00:00.000Z,Listing removed,2025-04-09T00:00:00.000Z,Listed for rent,2023-09-19T00:00:00.000Z,Listing removed,2023-08-31T00:00:00.000Z,Price change,2023-08-02T00:00:00.000Z,Listed for rent,2021-12-06T00:00:00.000Z,Sold,2021-10-05T00:00:00.000Z,Sold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"119 Darrow Creek Dr, Owens Cross Roads, AL 35763",119 Darrow Creek Dr,Owens Cross Roads,AL,,forRent,3,1507,,1450,38,https://www.zillow.com/homedetails/119-Darrow-Creek-Dr-Owens-Cross-Roads-AL-35763/113199447_zpid/,,216000,2026-09-05T00:00:00.000Z,Price change,2026-08-28T00:00:00.000Z,Price change,2026-08-24T00:00:00.000Z,Price change,2026-08-18T00:00:00.000Z,Listed for rent,2025-09-22T00:00:00.000Z,Listing removed,2025-09-19T00:00:00.000Z,Price change,2025-09-12T00:00:00.000Z,Price change,2025-09-05T00:00:00.000Z,Price change,2025-08-16T00:00:00.000Z,Price change,2025-07-11T00:00:00.000Z,Price change,2025-06-23T00:00:00.000Z,Listed for rent,2024-07-22T00:00:00.000Z,Listing removed,2024-07-20T00:00:00.000Z,Listed for rent,2024-07-19T00:00:00.000Z,Listing removed,2024-06-28T00:00:00.000Z,Price change,2024-06-14T00:00:00.000Z,Price change,2024-05-31T00:00:00.000Z,Price change,2024-02-17T00:00:00.000Z,Listed for rent,2024-01-12T00:00:00.000Z,Sold,2023-12-15T00:00:00.000Z,Contingent,2023-11-08T00:00:00.000Z,Listed for sale,2023-10-24T00:00:00.000Z,Listing removed,2023-09-11T00:00:00.000Z,Listed for sale,2023-08-25T00:00:00.000Z,Contingent,2023-07-21T00:00:00.000Z,Listed for sale,2015-10-15T00:00:00.000Z,Sold,,,,,,,,
